shear_rate,J_pred_10,J_pred_180,J_pred_300,yield,phi_w_10,phi_w_180,phi_w_300
66000.0,45.49044240023366,45.50423222009559,45.49093311997819,,0.5285186336329873,0.25197068230415276,0.13598578498062616
67000.0,45.81671562884153,45.816889035526685,45.817215569844606,,0.5330174793350165,0.24866846221849861,0.135114058446485
68000.0,46.13041400265329,46.13085306360501,46.13059264692607,,0.537031337145772,0.24551582949581202,0.13424306815952486
69000.0,46.440046316789065,46.440066999596795,46.44125344446456,,0.5409498621601583,0.24245367452502867,0.13339646331481317
70000.0,46.69501408082655,46.78785188524634,46.6961614219267,,0.5424181554308038,0.2398253674510522,0.132453868811606
71000.0,47.027922217657306,47.062092402964815,47.02824317132811,,0.547595331894379,0.23672251102323202,0.13171405033421904
72000.0,47.33118637976739,47.29950959971182,47.29984319787442,,0.5514831477180354,0.23346408367179172,0.1308681800935874
73000.0,47.63615475252549,47.63636034388907,47.63617866985811,,0.5555372309341082,0.23107509810192484,0.13018767096396738
74000.0,47.92541022996127,47.925468994873995,47.9260456571455,,0.5589393845763135,0.22842818397215672,0.12943243145152983
75000.0,48.19255627167542,48.142543352075315,48.142979699075234,,0.5613846818431267,0.22537264173151947,0.1285530562797207
76000.0,48.32218058563389,48.32221371898526,48.98905098076238,,0.5574921446761175,0.222180136590858,0.12896366121359581
77000.0,48.76826408230171,48.75889318535359,48.75895724632042,,0.5684555747265807,0.22083633727799604,0.12723628947146076
78000.0,49.04541534904843,49.04842431803797,49.045914637704215,,0.5716033118398055,0.21856545593840127,0.12656752015246292
79000.0,49.31887482950883,49.31924090822341,49.31957268683263,,0.574651760669394,0.21625433598971824,0.12589390334088785
80000.0,49.58762900838756,49.58788993776846,49.588200493885225,,0.5775513026348601,0.21401092295350171,0.12523123110048093
81000.0,49.85293506232279,49.85436459165884,49.85203830151562,,0.5803596132702323,0.21183198359649597,0.12457953559906448
82000.0,50.11156270044618,50.097891217172396,50.09856742254021,,0.582922368825741,0.209589936973384,0.12391594985238542
83000.0,50.37628439522807,50.376295858705554,50.37717358845578,,0.5858423107521562,0.20762936031533563,0.12332832893250807
84000.0,50.62984954374248,50.63745041982347,50.629829704020345,,0.5883018932219336,0.2056340742277769,0.12271237695758958
85000.0,50.87708911010569,50.90012835219743,50.87789866297937,,0.5905282380594569,0.20371280438902617,0.12210606396433965
86000.0,51.139336959948835,51.139373251472826,51.13975964118467,,0.5935304622812346,0.20172457025868426,0.12153987945247713
87000.0,51.38851388019555,51.388562039617874,51.38880829482828,,0.5959775417731636,0.1998543614477649,0.12096809677907153
88000.0,51.5890746359839,51.691222110642556,51.59020034213677,,0.5961862923642764,0.19832589092935438,0.12033452406005384
89000.0,51.87909012656237,51.87930664260256,51.880338915204376,,0.6006902764631693,0.19624953213727475,0.11986019139955607
