Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes,10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.6238489161669043,0.3910257601040651,0.27772890833142333
10,0.009989624377054501,1.0375622945499186e-06,0.0010375622945498764,0.049967562476245196,3.2437523754806792e-06,0.0006487504750961604,0.05997168161955698,2.831838044301637e-06,0.00047197300738366366,8.319419709858772e-08,8.319419709858772e-08,0.0016638839419717544,0.6243215632060338,0.389467917270075,0.29233665540613557
20,0.009979257584859883,2.074241514011722e-06,0.0020742415140116988,0.0499352531849986,6.474681500139761e-06,0.0012949363000280822,0.05994255709144756,5.744290855243532e-06,0.0009573818092073472,1.663883941971754e-07,1.663883941971754e-07,0.0033277678839435075,0.6238552547168955,0.391072815093809,0.277765812648539
30,0.009968899658900014,3.1100341099985085e-06,0.0031100341099985496,0.049902768020302406,9.723197969759135e-06,0.001944639593951969,0.05991497093646507,8.502906353492674e-06,0.001417151058915489,2.495825912957632e-07,2.495825912957632e-07,0.004991651825915264,0.6238540072342863,0.38886169148704963,0.29191168199084594
40,0.009958550728374807,4.144927162519371e-06,0.004144927162519352,0.04987028392867828,1.2971607132171086e-05,0.002594321426434454,0.05988769532069313,1.123046793068612e-05,0.0018717446551145267,3.3277678839435084e-07,3.3277678839435084e-07,0.006655535767887017,0.6238559859650847,0.3910505683039008,0.2777482281871911
50,0.009948210509614305,5.178949038569502e-06,0.005178949038569525,0.04983817516439318,1.6182483560681265e-05,0.0032364967121364385,0.05985763492992843,1.423650700715575e-05,0.0023727511678593993,4.1597098549293856e-07,4.1597098549293856e-07,0.00831941970985877,0.623856859144986,0.38884793037230775,0.29191409234824367
60,0.00993787901947435,6.2120980525650865e-06,0.006212098052565063,0.049805991210421334,1.9400878957865852e-05,0.0038801757915734036,0.05982823635984679,1.7176364015320294e-05,0.002862727335886772,4.991651825915262e-07,4.991651825915262e-07,0.009983303651830524,0.6238575192932369,0.39105365068842207,0.2777505018645443
70,0.009927556285933873,7.244371406612814e-06,0.007244371406612715,0.04977358525288048,2.2641474711950862e-05,0.004528294942390376,0.059800680579959714,1.9931942004027573e-05,0.0033219903340047097,5.82359379690114e-07,5.82359379690114e-07,0.01164718759380228,0.6238575909624928,0.3888480513026771,0.29191426581606067
80,0.009917242291442006,8.275770855799385e-06,0.008275770855799447,0.04974100018940174,2.58999810598257e-05,0.005179996211965299,0.05977464262181731,2.2535737818268186e-05,0.003755956303044816,6.655535767887018e-07,6.655535767887018e-07,0.013311071535774035,0.6238637772203828,0.3910554325115131,0.2777511732870153
90,0.009906936972918085,9.3063027081915e-06,0.00930630270819155,0.04970846862912956,2.9153137087043117e-05,0.005830627417408807,0.05974829157900824,2.517084209917547e-05,0.0041951403498626805,7.487477738872896e-07,7.487477738872896e-07,0.01497495547774579,0.6238673918941536,0.3888575500923886,0.291923438995316
