Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,10nm_sieving_coefficient,180nm_retentate,180nm_permeate,180nm_cumulative_yield,180nm_sieving_coefficient,300nm_retentate,300nm_permeate,300nm_cumulative_yield,300nm_sieving_coefficient
0.0,0.01,0.0,0.0,0.8824490201801868,0.05,0.0,0.0,0.0031257265823147794,0.06,0.0,0.0,4.483729584206146e-05
10.00050002500125,0.009995969893664705,4.0301063352944443e-07,0.0004030106335294444,0.8824609718218331,0.04999992629042837,7.370957163378541e-09,1.474191432675708e-06,0.003125723165279665,0.059999998733543856,1.2664561380627653e-10,2.1107602301046086e-08,4.4837293665114874e-05
20.0010000500025,0.009991941354142345,8.058645857655943e-07,0.0008058645857655942,0.8824724516909283,0.04999985416225458,1.4583774542166269e-08,2.9167549084332536e-06,0.0031257231623473703,0.05999999740106621,2.5989337861678215e-10,4.331556310279702e-08,4.48372938405446e-05
30.001500075003747,0.009987914380471235,1.2085619528764875e-06,0.0012085619528764873,0.8824839286118672,0.049999782315189326,2.1768481067738695e-08,4.353696213547738e-06,0.003125723159576678,0.05999999605684679,3.943153206151441e-10,6.571922010252402e-08,4.4837294017520194e-05
40.002000100005,0.009983888971948253,1.6111028051747518e-06,0.0016111028051747514,0.8824954033062028,0.049999709897026796,2.9010297320692254e-08,5.80205946413845e-06,0.003125723156443532,0.0599999947364626,5.263537395269941e-10,8.772562325449901e-08,4.483729419135773e-05
50.00250012500625,0.009979865127895943,2.0134872104057354e-06,0.002013487210405735,0.8825068761749765,0.049999636434073215,3.6356592678387326e-08,7.271318535677465e-06,0.0031257231526561685,0.05999999345968926,6.540310731728547e-10,1.0900517886214244e-07,4.4837294359453585e-05
60.003000150007495,0.009975842847662526,2.4157152337475067e-06,0.0024157152337475063,0.8825183472990978,0.04999956183114685,4.38168853149482e-08,8.76337706298964e-06,0.0031257231481554367,0.05999999223050102,7.769498974681403e-10,1.2949164957802339e-07,4.483729452128455e-05
70.00350017500875,0.009971822130621892,2.8177869378108565e-06,0.0028177869378108564,0.882529816439725,0.049999486371577986,5.136284220126314e-08,1.0272568440252628e-05,0.00312572314311513,0.05999999103707073,8.96292926423156e-10,1.4938215440385934e-07,4.4837294678407724e-05
80.00400020001,0.009967802976173607,3.2197023826392954e-06,0.003219702382639295,0.8825412830386408,0.04999941071720895,5.89282791049843e-08,1.1785655820996859e-05,0.0031257231379423316,0.059999989851769873,1.0148230121430982e-09,1.6913716869051636e-07,4.483729483446061e-05
90.00450022501124,0.00996378538374291,3.621461625709054e-06,0.0036214616257090534,0.8825527462186312,0.049999335908394095,6.640916059052775e-08,1.3281832118105549e-05,0.0031257231332777694,0.059999988631168545,1.1368831448280547e-09,1.894805241380091e-07,4.4837294995161034e-05
100.0050002500125,0.009959769352912354,4.023064708764649e-06,0.004023064708764648,0.8825642051676937,0.04999926290865655,7.370913434550245e-08,1.4741826869100488e-05,0.0031257231297155894,0.05999998733504324,1.2664956754065752e-09,2.1108261256776254e-07,4.4837295165804705e-05
110.00550027501374,0.009955754883776487,4.424511622351257e-06,0.004424511622351256,0.8825756610083614,0.04999919038743449,8.096125655106544e-08,1.6192251310213088e-05,0.0031257231264366987,0.05999998601893505,1.3981064942021444e-09,2.3301774903369073e-07,4.483729533907924e-05
120.00600030001499,0.009951741975782743,4.825802421725695e-06,0.004825802421725695,0.8825871139900817,0.049999118050321374,8.81949678625722e-08,1.763899357251444e-05,0.003125723123259834,0.05999998469513381,1.5304866184422452e-09,2.550811030737075e-07,4.483729551336663e-05
130.00650032501625,0.009947730628282485,5.226937171751472e-06,0.005226937171751471,0.8825985641377501,0.04999904586927405,9.541307259524312e-08,1.9082614519048625e-05,0.003125723120167788,0.05999998336481041,1.6635189578005915e-09,2.772531596334319e-07,4.48372956885127e-05
