Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,10nm_sieving_coefficient,180nm_retentate,180nm_permeate,180nm_cumulative_yield,180nm_sieving_coefficient,300nm_retentate,300nm_permeate,300nm_cumulative_yield,300nm_sieving_coefficient
0.0,0.01,0.0,0.0,0.6712198619587355,0.05,0.0,0.0,0.003648024454850974,0.06,0.0,0.0,3.34820140291586e-05
10.00050002500125,0.00999011294280022,9.88705719977874e-07,0.0009887057199778736,0.6713083873732675,0.04999965837089456,3.416291054445122e-08,6.832582108890244e-06,0.0036480177891706697,0.05999999612254821,3.877451786496391e-10,6.462419644160651e-08,3.3482004176462984e-05
20.0010000500025,0.009980233959352077,1.976604064792158e-06,0.001976604064792158,0.6713964956959863,0.04999934191793587,6.58082064133174e-08,1.316164128266348e-05,0.0036480196931994837,0.05999999154694082,8.453059172150165e-10,1.4088431953583609e-07,3.3482007896472934e-05
30.001500075003747,0.009970363060459286,2.9636939540712787e-06,0.0029636939540712785,0.6714845973710438,0.04999900805198009,9.919480199146096e-08,1.983896039829219e-05,0.0036480216336595653,0.059999987453756135,1.2546243863841366e-09,2.091040643973561e-07,3.3482011224268696e-05
40.002000100005,0.009960500245972162,3.949975402783691e-06,0.00394997540278369,0.6715727156551318,0.04999864307773448,1.3569222655214456e-07,2.713844531042891e-05,0.0036480236438377086,0.059999984222620074,1.5777379924474776e-09,2.629563320745796e-07,3.348201385121107e-05
50.00250012500625,0.00995064550234643,4.935449765356884e-06,0.004935449765356883,0.6716608115060596,0.049998270040531374,1.729959468627585e-07,3.4599189372551696e-05,0.003648025663102674,0.059999981214723455,1.8785276539514598e-09,3.130879423252433e-07,3.3482016296657683e-05
60.003000150007495,0.009940798822552582,5.920117744741713e-06,0.005920117744741713,0.6717488078959934,0.04999793428258382,2.0657174161848008e-07,4.1314348323696016e-05,0.0036480275785971904,0.05999997717332058,2.2826679412172536e-09,3.8044465686954225e-07,3.348201958235388e-05
70.00350017500875,0.009930960272738943,6.903972726105589e-06,0.0069039727261055875,0.6718367422685135,0.04999761340171477,2.386598285229762e-07,4.773196570459524e-05,0.0036480294484915834,0.0599999727199055,2.7280094493880996e-09,4.5466824156468326e-07,3.348202320301943e-05
80.00400020001,0.009921129839122723,7.887016087727593e-06,0.007887016087727591,0.671924631544416,0.049997297496723915,2.7025032760885993e-07,5.405006552177199e-05,0.0036480312980730666,0.05999996812879047,3.1871209523387923e-09,5.311868253897988e-07,3.348202693563599e-05
90.00450022501124,0.009911307497305902,8.8692502694096e-06,0.0088692502694096,0.6720124810969768,0.04999698351782215,3.016482177850473e-07,6.032964355700945e-05,0.0036480331351266266,0.05999996348430385,3.6515696144052258e-09,6.085949357342043e-07,3.3482030711643897e-05
100.0050002500125,0.009901493225465123,9.850677453487472e-06,0.00985067745348747,0.672101021795845,0.04999666882981109,3.3311701889123964e-07,6.662340377824793e-05,0.0036480172683664774,0.059999958859309435,4.114069056000133e-09,6.856781760000223e-07,3.348203447180422e-05
