J_actual,Time_to_95% (s),phi_w_updated
2.7777777777777776e-07,176028.80144007198,"{1.0014319768209957e-08: np.float64(0.2391693222602938), 1.8124646537885682e-07: np.float64(0.484500810497769), 3.0003751173853655e-07: np.float64(0.1922974026639961)}"
