Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,10nm_sieving_coefficient,180nm_retentate,180nm_permeate,180nm_cumulative_yield,180nm_sieving_coefficient,300nm_retentate,300nm_permeate,300nm_cumulative_yield,300nm_sieving_coefficient
0.0,0.01,0.0,0.0,0.6199751290206488,0.05,0.0,0.0,0.003284570422238897,0.06,0.0,0.0,2.6989166705837674e-05
10.00050002500125,0.009989512976660092,1.0487023339909628e-06,0.0010487023339909626,0.6200863512829389,0.04999960842121566,3.915787843412611e-08,7.831575686825222e-06,0.003284542792553908,0.05999999596214982,4.037850174548921e-10,6.729750290914868e-08,2.698903585932864e-05
20.0010000500025,0.009979034671316297,2.096532868370462e-06,0.002096532868370462,0.6201966080817456,0.0499992495938132,7.504061867961144e-08,1.5008123735922286e-05,0.003284543716415875,0.05999999110488107,8.895118921395797e-10,1.482519820232633e-07,2.6989041109030912e-05
30.001500075003747,0.009968564808822468,3.1435191177532192e-06,0.0031435191177532186,0.6203068909928442,0.049998859686269395,1.1403137306059598e-07,2.2806274612119196e-05,0.0032845445636525334,0.05999998702582511,1.2974174885024692e-09,2.1623624808374485e-07,2.6989045517645915e-05
40.002000100005,0.009958103385695883,4.189661430411791e-06,0.00418966143041179,0.6204172243723964,0.0499984274798972,1.5725201027951631e-07,3.145040205590326e-05,0.0032845453065714434,0.05999998400619234,1.5993807653840987e-09,2.665634608973498e-07,2.6989048781243634e-05
50.00250012500625,0.009947650509858368,5.234949014163284e-06,0.005234949014163283,0.6205274895455735,0.04999800682699093,1.993173009071561e-07,3.986346018143122e-05,0.0032845460771556752,0.0599999806971268,1.9302873188937415e-09,3.2171455314895687e-07,2.698905235765809e-05
60.003000150007495,0.009937206286707896,6.27937132921062e-06,0.006279371329210619,0.6206375994318252,0.049997637214227536,2.362785772458155e-07,4.72557154491631e-05,0.003284546972348568,0.05999997611039761,2.3889602380504125e-09,3.9816003967506874e-07,2.6989057314962023e-05
70.00350017500875,0.009926770650157093,7.322934984290869e-06,0.007322934984290868,0.6207476437503937,0.04999727782134371,2.722178656292593e-07,5.444357312585186e-05,0.0032845478919818574,0.059999971268986534,2.8731013459865874e-09,4.788502243310979e-07,2.698906254752397e-05
80.00400020001,0.00991634355228309,8.365644771691029e-06,0.008365644771691027,0.6208576356277772,0.04999692285078965,3.0771492103473423e-07,6.154298420694685e-05,0.003284548821933383,0.05999996631739868,3.3682601312535323e-09,5.613766885422554e-07,2.6989067899163792e-05
90.00450022501124,0.009905924952332827,9.40750476671742e-06,0.00940750476671742,0.620967586095918,0.049996567420513865,3.432579486130983e-07,6.865158972261966e-05,0.003284549750286259,0.05999996137731808,3.862268191320448e-09,6.437113652200746e-07,2.6989073238366284e-05
