Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,10nm_sieving_coefficient,180nm_retentate,180nm_permeate,180nm_cumulative_yield,180nm_sieving_coefficient,300nm_retentate,300nm_permeate,300nm_cumulative_yield,300nm_sieving_coefficient
0.0,0.01,0.0,0.0,0.5090028727698229,0.05,0.0,0.0,0.0014179784544032456,0.06,0.0,0.0,9.357944652187639e-06
10.00050002500125,0.009989390317344988,1.0609682655014512e-06,0.0010609682655014511,0.509152682100855,0.04999966935027549,3.306497245127939e-08,6.612994490255877e-06,0.001418005521379489,0.05999999720329345,2.796706544980505e-10,4.6611775749675085e-08,9.358100646430622e-06
20.0010000500025,0.00997878780616632,2.121219383368018e-06,0.0021212193833680176,0.5093030004238327,0.049999373758112094,6.262418879070289e-08,1.2524837758140577e-05,0.001418006385541626,0.059999993695133216,6.304866782558982e-10,1.0508111304264971e-07,9.35810668082859e-06
30.001500075003747,0.009968192189462542,3.180781053745898e-06,0.003180781053745897,0.509453406561757,0.04999904075774128,9.592422587243708e-08,1.9184845174487414e-05,0.0014180070433009958,0.05999999095314776,9.046852240911618e-10,1.507808706818603e-07,9.35811139732656e-06
40.002000100005,0.009957603490099668,4.239650990033332e-06,0.0042396509900333315,0.5096039246719788,0.049998662767018205,1.3372329817967253e-07,2.6744659635934504e-05,0.0014180074525292092,0.0599999891337449,1.0866255095393858e-09,1.811042515898976e-07,9.358114526887208e-06
50.00250012500625,0.0099470218733325,5.297812666750208e-06,0.005297812666750208,0.5097543235037169,0.04999830999400711,1.6900059928858317e-07,3.3800119857716635e-05,0.0014180080002849323,0.05999998680013452,1.3199865476933738e-09,2.1999775794889565e-07,9.35811854093768e-06
60.003000150007495,0.009936447371470439,6.355262852956376e-06,0.006355262852956374,0.5099045270712492,0.04999800569361979,1.9943063802102825e-07,3.988612760420565e-05,0.001418008814990303,0.05999998347559529,1.6524404701166353e-09,2.754067450194392e-07,9.358124259487734e-06
70.00350017500875,0.009925879902696156,7.412009730384629e-06,0.0074120097303846276,0.5100546614567143,0.04999771154846249,2.28845153751128e-07,4.5769030750225596e-05,0.0014180096852680075,0.05999997994478751,2.005521248668679e-09,3.3425354144477986e-07,9.358130332840675e-06
80.00400020001,0.00991531946571221,8.468053428779068e-06,0.008468053428779067,0.5102047479508055,0.0499974210342119,2.5789657881056307e-07,5.1579315762112606e-05,0.0014180105749359035,0.059999976342045964,2.3657954034402736e-09,3.942992339067123e-07,9.358136529926796e-06
90.00450022501124,0.009904766058663347,9.523394133665504e-06,0.009523394133665502,0.5103548044202221,0.04999712866600995,2.8713339900468563e-07,5.742667980093712e-05,0.0014180114535883596,0.0599999727802549,2.7219745092866637e-09,4.53662418214444e-07,9.358142656573595e-06
100.0050002500125,0.009894219679136488,1.0578032086351458e-05,0.010578032086351458,0.5105048453186203,0.049996829998463874,3.1700015361251956e-07,6.340003072250391e-05,0.0014180122965963499,0.05999996935084804,3.0649151958275727e-09,5.108191993045955e-07,9.358148555505651e-06
