Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2_{V_2},Added Buffer,Diavolumes
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
10,0.009994323856853546,9.64944334897261e-07,0.0005676143146454475,0.049986083569630406,2.3657931628320454e-06,0.0002783286073920053,0.05998732610590198,2.154561996662977e-06,0.00021123156830029182,7.8921630110544e-08,7.8921630110544e-08,0.0009284897660063999
20,0.009988650267897891,1.9294544573587788e-06,0.0011349732102110463,0.04997219432086696,4.726965452617223e-06,0.0005561135826608497,0.05997447626233254,4.339035403466849e-06,0.00042539562779086754,1.5784326022108802e-07,1.5784326022108802e-07,0.0018569795320128
30,0.009982979226319482,2.893531525688267e-06,0.0017020773680519214,0.0499582919200111,7.090373598113874e-06,0.0008341615997781028,0.05996176335376524,6.500229859907984e-06,0.0006372774372458808,2.36764890331632e-07,2.36764890331632e-07,0.0027854692980191996
40,0.009977310766906576,3.857169625882235e-06,0.0022689233093424912,0.049944365527963906,9.45786024613631e-06,0.0011126894407219184,0.059949277088014126,8.622895037597705e-06,0.0008453818664311475,3.15686520442176e-07,3.15686520442176e-07,0.0037139590640255997
50,0.009971644914002702,4.820364619541018e-06,0.00283550859973001,0.04993040887265877,1.1830491648010071e-05,0.001391822546824714,0.059937065294274325,1.0698899973364234e-05,0.0010489117620945327,3.9460815055271994e-07,3.9460815055271994e-07,0.004642448830031999
60,0.009965981618771377,5.783124808866036e-06,0.0034018381228623734,0.049916446270819224,1.4204133960732167e-05,0.0016710745836155487,0.059924899027730974,1.2767165285734223e-05,0.001251682871150414,4.73529780663264e-07,4.73529780663264e-07,0.005570938596038399
70,0.009960320869287198,6.745452221176539e-06,0.003967913071280317,0.049902483575497335,1.657779216545359e-05,0.0019503284900533632,0.05991272478075916,1.4836787270942636e-05,0.0014545869873473173,5.524514107738079e-07,5.524514107738079e-07,0.0064994283620447985
80,0.009954662665331902,7.707346893576965e-06,0.0045337334668099786,0.04988852133686116,1.895137273360315e-05,0.002229573262776841,0.059900538156845255,1.690851333630657e-05,0.0016576973859124087,6.31373040884352e-07,6.31373040884352e-07,0.007427918128051199
90,0.009949007006687226,8.66880886317175e-06,0.005099299331277499,0.04987456010507877,2.1324782136609664e-05,0.002508797898424666,0.05988833475947562,1.8983090889143116e-05,0.0018610873420728544,7.102946709948959e-07,7.102946709948959e-07,0.008356407894057599
100,0.009943353893134912,9.629838167065334e-06,0.005664610686509019,0.049860600430318223,2.3697926845901935e-05,0.002787991393635521,0.05987611019213665,2.106126733676938e-05,0.0020648301310558217,7.892163011054399e-07,7.892163011054399e-07,0.009284897660063999
110,0.009937703324456695,1.059043484236216e-05,0.0062296675543306815,0.0498466428627476,2.607071333290878e-05,0.003067142745048091,0.05986386005831469,2.3143790086502453e-05,0.002268999028088476,8.681379312159839e-07,8.681379312159839e-07,0.010213387426070399
