Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2_{V_2},Added Buffer,Diavolumes
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
10,0.009993052810694347,1.1810221819611754e-06,0.0006947189305653972,0.049978417773141534,3.6689785659397534e-06,0.0004316445371693827,0.059980155883928514,3.3734997321524713e-06,0.0003307352678580854,1.8222222222222223e-07,1.8222222222222223e-07,0.0021437908496732025
20,0.009986107305689444,2.3617580327947505e-06,0.0013892694310557354,0.04995684185667875,7.336884364613447e-06,0.0008631628664251113,0.059960171246506475,6.770888093899947e-06,0.000663812558225485,3.644444444444445e-07,3.644444444444445e-07,0.004287581699346406
30,0.009979163573442537,3.5421925147687746e-06,0.002083642655746338,0.04993524692159978,1.1008023328038811e-05,0.0012950615680045658,0.05994034908554669,1.014065545706291e-05,0.000994181907555187,5.466666666666667e-07,5.466666666666667e-07,0.006431372549019608
40,0.009972221700081966,4.722310986065825e-06,0.002777829991803426,0.04991362522957816,1.4683710971713805e-05,0.001727495408436918,0.059920797867184725,1.346436257859688e-05,0.0013200355469212628,7.288888888888888e-07,7.288888888888888e-07,0.008575163398692808
50,0.009965281585674456,5.902130435342609e-06,0.0034718414325544756,0.049891979127276796,1.8363548362945577e-05,0.002160417454464185,0.05990145817929046,1.6752109520621862e-05,0.0016423636784923391,9.111111111111112e-07,9.111111111111112e-07,0.010718954248366013
60,0.009958342979495577,7.081693485752007e-06,0.004165702050442357,0.04987032187319186,2.2045281557384514e-05,0.002593562536162884,0.05988210564330867,2.0042040637526353e-05,0.001964905944855525,1.0933333333333334e-06,1.0933333333333334e-06,0.012862745098039216
70,0.009951405893278007,8.26099814273888e-06,0.004859410672199341,0.04984865441910944,2.572874875139579e-05,0.003026911617811269,0.05986273242824808,2.3335487197826196e-05,0.0022877928625319797,1.2755555555555557e-06,1.2755555555555557e-06,0.015006535947712419
80,0.009944470342311737,9.440041807004803e-06,0.005552965768826353,0.049826977535998934,2.9413818880182665e-05,0.0034604492800214895,0.05984333378611535,2.6633256360390202e-05,0.0026111035647441373,1.4577777777777778e-06,1.4577777777777778e-06,0.01715032679738562
90,0.009937536341886757,1.0618821879251341e-05,0.006246365811324317,0.04980529199482972,3.310036087894839e-05,0.0038941601034056927,0.05982390496891713,2.993615528408717e-05,0.002934917184714428,1.64e-06,1.64e-06,0.019294117647058823
100,0.00993060390729306,1.1797335760180068e-05,0.006939609270694157,0.049783598566571205,3.678824368289625e-05,0.004328028668576029,0.059804441228660084,3.32449911277859e-05,0.0032593128556652837,1.8222222222222225e-06,1.8222222222222225e-06,0.02143790849673203
110,0.009923673053820633,1.2975580850492552e-05,0.007632694617936794,0.049761898022192774,4.0477336227229475e-05,0.0047620395561446425,0.05978493781735085,3.65605710503552e-05,0.003584369710819137,2.0044444444444446e-06,2.0044444444444446e-06,0.02358169934640523
120,0.00991674379675947,1.4153554550890366e-05,0.008325620324053156,0.04974019113266382,4.416750744715135e-05,0.005196177346723687,0.0597653899869961,3.988370221066387e-05,0.003910166883398418,2.1866666666666668e-06,2.1866666666666668e-06,0.02572549019607843
130,0.00990981615139956,1.533125426207508e-05,0.009018384860044165,0.04971847866895374,4.785862627786513e-05,0.005630426620925308,0.05974579298960247,4.3215191767580696e-05,0.004236783506625558,2.368888888888889e-06,2.368888888888889e-06,0.02786928104575163
140,0.009902890133030893,1.6508677384748264e-05,0.009710986696910742,0.04969676140203193,5.155056165457405e-05,0.006064771959361652,0.05972614207717662,4.655584687997451e-05,0.004564298713722991,2.5511111111111114e-06,2.5511111111111114e-06,0.030013071895424837
150,0.009895965756943462,1.768582131961149e-05,0.010403424305653816,0.04967504010286777,5.5243182512481405e-05,0.00649919794264487,0.059706432501725214,4.990647470671409e-05,0.0048927916379131456,2.733333333333333e-06,2.733333333333333e-06,0.03215686274509803
160,0.009889043038427258,1.886268346736633e-05,0.01109569615727431,0.04965331554243065,5.8936357786790435e-05,0.006933689151387109,0.05968665951525489,5.326788240666825e-05,0.005222341412418456,2.9155555555555557e-06,2.9155555555555557e-06,0.03430065359477124
170,0.00988212199277227,2.0039261228714345e-05,0.011787800722773143,0.04963158849168998,6.26299564127044e-05,0.007368230166200516,0.05966681836977232,5.66408771387058e-05,0.005553027170461353,3.097777777777778e-06,3.097777777777778e-06,0.03644444444444444
180,0.009875202635268488,2.121555200435712e-05,0.012479736473151246,0.04960985972161514,6.632384732542659e-05,0.007802805567697244,0.059646904317284144,6.002626606169552e-05,0.0058849280452642665,3.2800000000000004e-06,3.2800000000000004e-06,0.038588235294117645
190,0.009868284981205904,2.2391553194996216e-05,0.013171501879409537,0.04958813000317554,7.00178994601602e-05,0.008237399936489434,0.05962691260979702,6.342485633450623e-05,0.0062181231700496305,3.4622222222222225e-06,3.4622222222222225e-06,0.04073202614379085
200,0.00986136904587451,2.3567262201333203e-05,0.01386309541254894,0.04956640010734054,7.371198175210856e-05,0.00867199785318924,0.05960683849931761,6.683745511600671e-05,0.0065526916780398745,3.644444444444445e-06,3.644444444444445e-06,0.04287581699346406
210,0.009854454844564297,2.474267642406965e-05,0.01455451554357038,0.049544670805079565,7.74059631364749e-05,0.00910658389840881,0.059586677237852555,7.02648695650658e-05,0.006888712702457432,3.826666666666667e-06,3.826666666666667e-06,0.04501960784313725
220,0.009847542399133099,2.5917792147373225e-05,0.01524576008669013,0.049522941156834886,8.110000333807135e-05,0.00954117686330251,0.05956644633453014,7.370412312987625e-05,0.007225894424497671,4.008888888888889e-06,4.008888888888889e-06,0.04716339869281046
230,0.009840631736098743,2.7092604863213706e-05,0.015936826390125707,0.049501206806989745,8.479484281174452e-05,0.009975863860205237,0.0595462048709812,7.714517193319562e-05,0.007563252150313295,4.191111111111112e-06,4.191111111111112e-06,0.04930718954248366
240,0.00983372285804668,2.826711413206433e-05,0.016627714195331957,0.04947946740499579,8.849054115071651e-05,0.010410651900084293,0.05952595690549664,8.058732606557063e-05,0.00790071824172261,4.373333333333334e-06,4.373333333333334e-06,0.05145098039215687
250,0.009826815766334486,2.9441319723137283e-05,0.01731842336655134,0.049457722859453365,9.21871138929295e-05,0.01084554281093288,0.05950570304515828,8.403048232309197e-05,0.008238282580695292,4.555555555555556e-06,4.555555555555556e-06,0.05359477124183007
260,0.009819910462319737,3.061522140564476e-05,0.018008953768026328,0.049435973078962796,9.588457657632571e-05,0.0112805384207442,0.05948544389704794,8.74745375018503e-05,0.00857593504920101,4.737777777777779e-06,4.737777777777779e-06,0.055738562091503276
270,0.009813006947360007,3.1788818948798934e-05,0.01869930526399937,0.04941421797212444,9.95829447388473e-05,0.011715640557511444,0.059465180068247435,9.09193883979363e-05,0.008913665529209441,4.92e-06,4.92e-06,0.05788235294117647
280,0.009806105222812871,3.2962112121812e-05,0.019389477718712935,0.04939245744753862,0.00010328223391843649,0.01215085104922782,0.05944491216583858,9.436493180744061e-05,0.009251463902690256,5.102222222222223e-06,5.102222222222223e-06,0.060026143790849674
290,0.009799205290035905,3.4135100693896144e-05,0.020079470996409495,0.049370691413805685,0.00010698245965303548,0.012586171723886526,0.05942464079690321,9.781106452645393e-05,0.009589320051613129,5.2844444444444454e-06,5.2844444444444454e-06,0.06216993464052288
300,0.009792307150386686,3.530778443426355e-05,0.0207692849613315,0.04934891977952597,0.00011068363748058646,0.013021604409480757,0.05940436656852314,0.00010125768335106689,0.009927223857947734,5.466666666666667e-06,5.466666666666667e-06,0.06431372549019608
310,0.009785410805222786,3.648016311212641e-05,0.021458919477721414,0.049327142453299826,0.00011438578293903164,0.01345715093400372,0.05938409008778017,0.00010470468507737019,0.010265165203663744,5.64888888888889e-06,5.64888888888889e-06,0.06645751633986928
320,0.009778516255901783,3.765223649669691e-05,0.02214837440982171,0.04930535934372758,0.00011808891156631321,0.01389281312544861,0.05936381196175615,0.0001081519665014545,0.010603133970730833,5.831111111111111e-06,5.831111111111111e-06,0.06860130718954248
330,0.009771623503781251,3.8824004357187225e-05,0.022837649621874838,0.04928357035940958,0.00012179303890037335,0.014328592811808627,0.05934353279753288,0.00011159942441941046,0.010941120041118673,6.013333333333334e-06,6.013333333333334e-06,0.07074509803921569
340,0.009764732550218768,3.999546646280956e-05,0.02352674497812327,0.04926177540894616,0.00012549818047915428,0.014764491821076971,0.059323253202192186,0.00011504695562732876,0.011279113296796936,6.1955555555555565e-06,6.1955555555555565e-06,0.07288888888888889
350,0.009757843396571906,4.116662258277608e-05,0.024215660342809458,0.049239974400937664,0.00012920435184059822,0.015200511981246848,0.05930297378281588,0.00011849445692130005,0.0116171036197353,6.377777777777779e-06,6.377777777777779e-06,0.0750326797385621
360,0.009750956044198242,4.233747248629899e-05,0.024904395580175875,0.04921816724398444,0.0001329115685226473,0.015636655120311444,0.05928269514648579,0.00012194182509741501,0.011955080891903431,6.56e-06,6.56e-06,0.07717647058823529
370,0.00974407049445535,4.350801594259047e-05,0.02559295055446498,0.04919635384668681,0.00013661984606324376,0.01607292306626397,0.05926241790028374,0.0001253889569517643,0.01229303499527101,6.742222222222222e-06,6.742222222222222e-06,0.07932026143790849
