10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient,Time (s),phi_w
0.29110726857142105,0.16620825739571046,0.12469253194069965,0.0,[0.20283079 0.53208913 0.1938152 ]
0.2916677043484207,0.16638078390532665,0.13000097514755918,37.01741323591868,[0.20282191 0.49712319 0.22879316]
0.29114515437174276,0.16641671324745336,0.12485355372685036,0.19465499526267677,[0.20286085 0.53198625 0.19387747]
0.2911460512881782,0.1659206907966659,0.1296274602896885,0.2919824928940151,[0.20286033 0.49713127 0.22873316]
0.29114815309106373,0.16642052093033805,0.12485643381496604,0.38930999052535353,[0.20286085 0.53198623 0.19387749]
0.2911775353150872,0.1659600381238261,0.12965547419888207,2.335859943152121,[0.20286031 0.49715125 0.22871319]
0.2911917631483213,0.16646988570025384,0.12489367273834677,3.309134919465505,[0.20285965 0.5319898  0.19387555]
0.29120586596872156,0.16599023691076983,0.12967840958675111,4.282409895778889,[0.20285887 0.49715951 0.22870688]
0.2914712578214019,0.16666254411690676,0.12503600831631284,23.74790942204656,[0.20282896 0.53209202 0.1938148 ]
0.29161305100402735,0.16631092156826083,0.12995175730886172,33.4806591851804,[0.20282193 0.49708493 0.22883138]
0.2917390339855599,0.16686459001905657,0.12518614146218693,43.21340894831424,[0.20280113 0.53217834 0.19376608]
0.2931533100491812,0.16815187429883505,0.13128699048382864,135.34730561331259,[0.20279449 0.49789278 0.2280606 ]
0.2938111767810793,0.16924496684947885,0.12698151207810518,181.41425394581177,[0.20274972 0.53233882 0.19367507]
0.29449770321955504,0.1695049421290425,0.13233398466874854,227.48120227831095,[0.20272774 0.49814313 0.22790046]
0.29835323834063726,0.1733039199506515,0.1300164143960834,500.0522317171205,[0.20240561 0.53342778 0.19305112]
0.3003984198855853,0.17520248377745767,0.13682706577278,636.3377464365253,[0.20236595 0.49873671 0.22779578]
0.30232336649946984,0.17732123921163204,0.13303265874437917,772.6232611559301,[0.2021925  0.53411044 0.19265646]
0.31096350370427694,0.18753764375326543,0.14579357852641103,1330.6511089935655,[0.20212965 0.50375359 0.22309823]
0.3149836597967036,0.19207127271845809,0.14415772200425686,1609.6650329123831,[0.20190679 0.53526644 0.19188655]
0.31927586687394366,0.1966502790289382,0.15270108620147085,1888.6789568312008,[0.20182569 0.50591269 0.22134989]
0.33547630234130676,0.2124156932723124,0.15941315884611953,2987.206852183045,[0.20067721 0.53945256 0.18936202]
0.3437405191998581,0.22339075653647048,0.1730690778620361,3536.4707998589674,[0.20087735 0.51139851 0.2171456 ]
0.3519684855949039,0.23180153176640153,0.17401955631768412,4085.7347475348897,[0.20029808 0.54160671 0.18772021]
0.3787732717245995,0.26670724635445414,0.20259688308438592,5743.308689436459,[0.2005984  0.53239502 0.19652605]
0.3890237561313546,0.2759961960329834,0.20728999784164803,6572.095660387243,[0.19958788 0.54764074 0.18264591]
0.4024004252435496,0.29253984291949797,0.22373225165727462,7400.882631338027,[0.19961963 0.53181153 0.19843221]
0.4325365732148163,0.3240216074252049,0.2433925574748569,9396.40543513329,[0.197745   0.55661421 0.17616282]
0.4447512450783951,0.34533143103453207,0.2612690280304611,10394.166837030923,[0.19960068 0.54879862 0.18147073]
0.45932215305217594,0.35644504684648626,0.2677134188918052,11391.928238928554,[0.1973203  0.56331538 0.17003557]
