10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient,Time (s),phi_w
0.23469502066776102,0.20393932626668249,0.15242490351096868,0.0,[0.32709712 0.35803319 0.19994367]
0.23499664159797215,0.20437594999180228,0.15275104383915217,13.586733953094225,[0.32713012 0.35803319 0.19989908]
0.23481307441451194,0.20374143189551022,0.15227681601236395,0.13874066920687492,[0.32724229 0.35788161 0.19989908]
0.23481448750739572,0.20374189509100332,0.15227714775780277,0.2081110038103124,[0.32724258 0.35788161 0.19989869]
0.2348157740518263,0.2037437627303872,0.1522785426662428,0.27748133841374983,[0.32724275 0.35788161 0.19989847]
0.2348415147842027,0.20378108281455581,0.15230641599496278,1.664888030482499,[0.32724612 0.35788161 0.19989391]
0.23485438728892438,0.20379974818877125,0.15232035634325866,2.3585913765168733,[0.32724781 0.35788161 0.19989162]
0.23486725977386505,0.20381840957931888,0.15233429351960537,3.052294722551248,[0.3272495  0.35788161 0.19988934]
0.23512373696318403,0.20419163005485566,0.15261336804916087,16.92636164323874,[0.32728167 0.35788161 0.19984587]
0.2352534778727847,0.2043787722129303,0.15275283996949607,23.863395103582487,[0.32729962 0.35788161 0.19982161]
0.23538135928516105,0.20456551693739064,0.15289261982068364,30.800428563926232,[0.32731518 0.35788161 0.19980058]
0.23795367303858722,0.20829968464412343,0.15568383048546006,169.54109777080114,[0.32764376 0.35788161 0.19935656]
0.23925261596128725,0.21021867189088592,0.15711793967430948,238.9114323742386,[0.32781216 0.35788161 0.19912898]
0.24054458869916864,0.21209881540704345,0.15852350755061242,308.28176697767606,[0.32797988 0.35788161 0.19890234]
0.2631020979642474,0.23666497841752562,0.176883777750177,1316.2015173913032,[0.33556575 0.35243028 0.19410249]
0.2758546769606845,0.24925021456393862,0.1862899244665709,1820.161392598117,[0.33862269 0.3506646  0.19173717]
0.2879999494981068,0.26074171213776615,0.19487896973423155,2324.1212678049305,[0.34398826 0.34629634 0.18885466]
0.31759661858885085,0.28295229541615613,0.21147915832562317,3633.909756050688,[0.35979327 0.33306471 0.18072817]
0.32927733970862894,0.2998814073615197,0.22413158428829402,4288.804000173566,[0.36164991 0.33306471 0.17821919]
0.34423861920459675,0.3107368556282092,0.2322455105471862,4943.698244296445,[0.37023768 0.32570878 0.17397003]
0.3826449189232684,0.34158346814973567,0.2552998196109211,7026.98826070567,[0.39761697 0.30224867 0.1604311 ]
0.3964155412058114,0.36096714259596513,0.26978755271716925,8068.633268910282,[0.4007654  0.30224867 0.15617646]
