10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient,Time (s),phi_w
0.33318826005119906,0.2910470821331222,0.21504154414088258,0.0,[0.32709712 0.35803319 0.19994367]
0.33345032837669286,0.2914240047278249,0.21531979092633777,13.586733953094225,[0.32713012 0.35803319 0.19989908]
0.3332881348992382,0.2908833770113787,0.21492035637634654,0.13874066920687492,[0.32724229 0.35788161 0.19989908]
0.3332895121433207,0.2908840694575343,0.21492085512823994,0.2081110038103124,[0.32724258 0.35788161 0.19989869]
0.3332908001491421,0.2908859271948717,0.21492222634104877,0.27748133841374983,[0.32724275 0.35788161 0.19989847]
0.3333165668364026,0.2909230626590814,0.21494963569668513,1.664888030482499,[0.32724612 0.35788161 0.19989391]
0.3333294505821711,0.29094163182764293,0.2149633409534426,2.3585913765168733,[0.32724781 0.35788161 0.19989162]
0.333342335605341,0.2909601995437245,0.21497704482133342,3.052294722551248,[0.3272495  0.35788161 0.19988934]
0.33359900455844754,0.29133151402321866,0.2152516191812784,16.92636164323874,[0.32728167 0.35788161 0.19984587]
0.33372849227592616,0.2915173139124501,0.21538840726062536,23.863395103582487,[0.32729962 0.35788161 0.19982161]
0.3338564899987968,0.29170296905031534,0.21552586592338452,30.800428563926232,[0.32731518 0.35788161 0.19980058]
0.33643053535886186,0.2954121236379205,0.21826628989959443,169.54109777080114,[0.32764376 0.35788161 0.19935656]
0.3377106187608442,0.29727997684502183,0.21964676911115552,238.9114323742386,[0.32781216 0.35788161 0.19912898]
0.3389993868058388,0.29913384438443924,0.22101595172889354,308.28176697767606,[0.32797988 0.35788161 0.19890234]
0.36014284856700823,0.32061796030672185,0.23688979824956824,1316.2015173913032,[0.33556575 0.35243028 0.19410249]
0.37014172804787193,0.3315840464536086,0.24499179986095532,1820.161392598117,[0.33862269 0.3506646  0.19173717]
0.38128956724208796,0.34096419580227677,0.25192236202186447,2324.1212678049305,[0.34398826 0.34629634 0.18885466]
0.40942606419712013,0.3622358821114194,0.26763942883914277,3633.909756050688,[0.35979327 0.33306471 0.18072817]
0.4194180733821833,0.3766662862472792,0.27830166616480867,4288.804000173566,[0.36164991 0.33306471 0.17821919]
0.4331863965730059,0.38693220760698954,0.28588671213949596,4943.698244296445,[0.37023768 0.32570878 0.17397003]
0.47256443592726916,0.4177225471125817,0.30863639627146133,7026.98826070567,[0.39761697 0.30224867 0.1604311 ]
0.4839878937802341,0.4348436907401306,0.3212858845229697,8068.633268910282,[0.4007654  0.30224867 0.15617646]
0.5031543114435535,0.44939802918395666,0.3320393900945314,9110.278277114894,[0.41539705 0.2892193  0.14943334]
0.547665853057186,0.4861899758931559,0.35922387529914596,12192.998034180171,[0.45781348 0.25176095 0.12957218]
0.555378674956846,0.49926505180153835,0.36888382192434915,13734.357912712809,[0.46274278 0.25176095 0.12291096]
0.5781671277910395,0.5174968195497839,0.382354742716368,15275.717791245446,[0.48287813 0.23261018 0.11485181]
0.6463316296680004,0.5752552075966627,0.4250303274277193,19985.61045168648,[0.54623768 0.17342656 0.08841442]
