Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
10,0.009988019587300657,1.1980412699342882e-06,0.0011980412699342882,0.049957764383327136,4.223561667286608e-06,0.0008447123334573215,0.05996290049359488,3.7099506405125123e-06,0.0006183251067520853,1.0336112423334434e-07,1.0336112423334434e-07,0.0020672224846668866
20,0.009976052800259115,2.394719974088435e-06,0.0023947199740884345,0.04991559086593887,8.44091340611331e-06,0.0016881826812226621,0.0599255908167092,7.440918329079892e-06,0.0012401530548466486,2.067222484666887e-07,2.067222484666887e-07,0.004134444969333774
30,0.009964099608928382,3.590039107161753e-06,0.0035900391071617523,0.04987338946978115,1.2661053021885635e-05,0.002532210604377127,0.05988873138125994,1.1126861874005919e-05,0.0018544769790009865,3.1008337270003306e-07,3.1008337270003306e-07,0.006201667454000661
40,0.009952159941281225,4.784005871877484e-06,0.004784005871877483,0.04983112404779453,1.68875952205473e-05,0.0033775190441094594,0.05985256592155972,1.4743407844028387e-05,0.002457234640671398,4.134444969333774e-07,4.134444969333774e-07,0.008268889938667548
50,0.009940233635039628,5.976636496037243e-06,0.005976636496037242,0.04978884841385019,2.1115158614981406e-05,0.004223031722996281,0.05981664501926704,1.833549807329652e-05,0.0030559163455494203,5.168056211667217e-07,5.168056211667217e-07,0.010336112423334435
60,0.009928320641445344,7.167935855465642e-06,0.0071679358554656404,0.04974659471260236,2.5340528739764138e-05,0.005068105747952827,0.05978071777533479,2.1928222466522008e-05,0.0036547037444203344,6.20166745400066e-07,6.20166745400066e-07,0.01240333490800132
70,0.009916420964928592,8.35790350714083e-06,0.00835790350714083,0.049704365299535494,2.9563470046450505e-05,0.0059126940092901,0.059744770829898076,2.552291701019305e-05,0.004253819501698842,7.235278696334104e-07,7.235278696334104e-07,0.014470557392668207
80,0.00990453460991959,9.546539008040957e-06,0.009546539008040957,0.049662162530134044,3.3783746986595516e-05,0.006756749397319102,0.05970879082309202,2.912091769079785e-05,0.0048534862817996415,8.268889938667547e-07,8.268889938667547e-07,0.016537779877335092
90,0.009892661580848559,1.0733841915144175e-05,0.010733841915144175,0.04961998875988246,3.800112401175417e-05,0.007600224802350834,0.05967276439505176,3.2723560494824596e-05,0.005453926749137433,9.302501181000991e-07,9.302501181000991e-07,0.01860500236200198
100,0.009880801882145714,1.1919811785428628e-05,0.011919811785428626,0.04957784634426519,4.221536557348149e-05,0.008443073114696298,0.05963667818591239,3.6332181408761504e-05,0.006055363568126917,1.0336112423334435e-06,1.0336112423334435e-06,0.02067222484666887
110,0.009868955518241275,1.310444817587247e-05,0.013104448175872467,0.049535737638766675,4.642623612333247e-05,0.009285247224666494,0.05960051883580904,3.994811641909675e-05,0.006658019403182792,1.1369723665667877e-06,1.1369723665667877e-06,0.022739447331335753
120,0.009857122493565462,1.4287750643453846e-05,0.014287750643453844,0.04949366499887138,5.0633500112862135e-05,0.010126700022572427,0.05956427298487682,4.357270151231855e-05,0.007262116918719758,1.240333490800132e-06,1.240333490800132e-06,0.02480666981600264
130,0.00984530281254849,1.546971874515091e-05,0.015469718745150907,0.049451630780063746,5.483692199362548e-05,0.010967384398725095,0.059527927273250854,4.720727267491509e-05,0.007867878779152513,1.3436946150334764e-06,1.3436946150334764e-06,0.026873892300669527
140,0.009833496479620582,1.6650352037941812e-05,0.01665035203794181,0.04940963733782822,5.90362662171775e-05,0.011807253243435501,0.05949146834106626,5.085316589337458e-05,0.008475527648895764,1.447055739266821e-06,1.447055739266821e-06,0.028941114785336418
150,0.009821703499211954,1.78296500788047e-05,0.017829650078804694,0.049367687027649265,6.323129723507323e-05,0.012646259447014644,0.05945488282845815,5.4511717154185226e-05,0.009085286192364204,1.5504168635001652e-06,1.5504168635001652e-06,0.0310083372700033
160,0.009809923875752823,1.9007612424717722e-05,0.019007612424717723,0.049325782205011326,6.742177949886768e-05,0.013484355899773533,0.05941815737556165,5.81842624438352e-05,0.009697377073972533,1.6537779877335098e-06,1.6537779877335098e-06,0.03307555975467019
170,0.00979815761367341,2.0184238632659028e-05,0.020184238632659026,0.049283925225398845,7.160747746011583e-05,0.014321495492023167,0.05938127862251188,6.187213774881272e-05,0.010312022958135453,1.757139111966854e-06,1.757139111966854e-06,0.035142782239337075
