Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes
0,0.0175,0.0,0.0,0.08750000000000001,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0
10,0.01749144304238217,1.4546827950311244e-06,0.0004889690067332308,0.08747117053227815,4.901009512717009e-06,0.0003294796311069659,0.10497326769945577,4.544491092521049e-06,0.0002545933385165178,9.146023828638957e-08,9.146023828638957e-08,0.001076002803369289
20,0.017482888157597583,2.9090132084108805e-06,0.0009778195658525224,0.08744235114805507,9.800304830639435e-06,0.0006588440222278225,0.10494643843529373,9.10546600006512e-06,0.0005101101400596386,1.8292047657277912e-07,1.8292047657277912e-07,0.0021520056067385776
30,0.017474335430377835,4.362976835768158e-06,0.0014665468355523625,0.08741349452121294,1.4705931393801591e-05,0.000988634043280756,0.10491979558843449,1.3634749966135701e-05,0.0007638515387190514,2.743807148591687e-07,2.743807148591687e-07,0.003228008410107867
40,0.017465784952110867,5.816558141152856e-06,0.001955145593664831,0.08738458412426346,1.9620698875212827e-05,0.0013190385798462767,0.1048934463828024,1.8114114923590992e-05,0.0010147963542628258,3.6584095314555823e-07,3.6584095314555823e-07,0.004304011213477155
50,0.01745723658638989,7.269780313719064e-06,0.002443623634863612,0.08735565055605486,2.4539405470676305e-05,0.0016497079308016582,0.1048671945556737,2.2576925535471182e-05,0.0012648137554885919,4.573011914319478e-07,4.573011914319478e-07,0.005380014016846444
60,0.017448690260334493,8.7226557431363e-06,0.0029319851237433747,0.08732671141781125,2.9459058972091022e-05,0.0019804409393001654,0.10484092816227465,2.704221241330929e-05,0.0015149698830985159,5.487614297183374e-07,5.487614297183374e-07,0.006456016820215734
70,0.01744014598168587,1.0175183113402391e-05,0.00342022961795041,0.08729776766930662,3.4379496217876594e-05,0.0023112266364958556,0.10481464258611446,3.151076036054138e-05,0.001765308703671753,6.402216680047269e-07,6.402216680047269e-07,0.007532019623585022
80,0.017431603758185206,1.1627361108515158e-05,0.00390835667513123,0.08726882027031499,3.930055404645266e-05,0.002642054053543119,0.10478833321070233,3.5983354180603504e-05,0.0020158741837873473,7.316819062911165e-07,7.316819062911165e-07,0.00860802242695431
90,0.017423063597573694,1.307918841247243e-05,0.004396365852931794,0.08723987018061037,4.42220692962388e-05,0.0029729122215959025,0.10476199541954746,4.046077867693172e-05,0.002266710290024121,8.231421445775061e-07,8.231421445775061e-07,0.009684025230323601
100,0.01741452550759252,1.4530663709272029e-05,0.004884256708998946,0.08721091835996675,4.914387880565468e-05,0.003303790171808707,0.10473562459615905,4.494381865296208e-05,0.00251786098896134,9.146023828638957e-07,9.146023828638957e-07,0.01076002803369289
110,0.017405989495982873,1.5981785682911778e-05,0.0053720288009787565,0.08718196576815813,5.4065819413119875e-05,0.003634676935335701,0.1047092161240463,4.943325891213065e-05,0.00276937024717816,1.0060626211502853e-06,1.0060626211502853e-06,0.011836030837062179
120,0.017397455570485946,1.743255301738951e-05,0.005859681686517515,0.08715301336495851,5.8987727957054035e-05,0.003965561543331386,0.10468276538671839,5.39298842578735e-05,0.0030212820312534028,1.0975228594366748e-06,1.0975228594366748e-06,0.012912033640431468
130,0.017388923738842925,1.8882964396703043e-05,0.006347214923261513,0.08712406211014191,6.390944127587675e-05,0.004296433026949709,0.10465626776768455,5.843447949362666e-05,0.0032736403077661125,1.1889830977230641e-06,1.1889830977230641e-06,0.013988036443800754
140,0.017380394008795,2.0333018504850203e-05,0.0068346280688572625,0.08709511296348232,6.883079620800766e-05,0.004627280417344948,0.10462971865045397,6.294782942282623e-05,0.0035264890432955553,1.2804433360094539e-06,1.2804433360094539e-06,0.015064039247170044
150,0.01737186638808336,2.178271402582882e-05,0.007321920680950944,0.08706616688475374,7.375162959186637e-05,0.004958092745671605,0.10460311341853583,6.747071884890822e-05,0.0037798722044206645,1.3719035742958436e-06,1.3719035742958436e-06,0.016140042050539337
160,0.017363340884449196,2.3232049643636712e-05,0.007809092317188848,0.08703722483373018,7.867177826587253e-05,0.005288859043083738,0.10457644745543936,7.200393257530872e-05,0.004033833757720373,1.4633638125822334e-06,1.4633638125822334e-06,0.017216044853908628
170,0.017354817505633696,2.4681024042271706e-05,0.008296142535217488,0.08700828777018563,8.359107906844571e-05,0.005619568340735737,0.10454971614467375,7.654825540546377e-05,0.004288417669773836,1.5548240508686227e-06,1.5548240508686227e-06,0.01829204765727791
180,0.01734629625937805,2.6129635905731633e-05,0.008783070892682932,0.0869793566538941,8.850936883800556e-05,0.00595020966978177,0.10452291486974818,8.110447214280947e-05,0.004543667907160098,1.6462842891550124e-06,1.6462842891550124e-06,0.019368050460647202
190,0.017337777153423446,2.7577883918014314e-05,0.009269876947231692,0.08695043244462959,9.34264844129717e-05,0.0062807720613762275,0.10449603901417187,8.567336759078179e-05,0.004799628436458314,1.7377445274414022e-06,1.7377445274414022e-06,0.020444053264016493
200,0.017329260195511075,2.9025766763117562e-05,0.00975656025651006,0.0869215161021661,9.834226263176374e-05,0.006611244546673278,0.10446908396145402,9.02557265528169e-05,0.005056343224247417,1.8292047657277915e-06,1.8292047657277915e-06,0.02152005606738578
210,0.017320745402134366,3.04732816371579e-05,0.010243119878036278,0.08689260611255735,0.00010325696086525228,0.006941644427916116,0.10444206184598623,9.484948618234116e-05,0.005313696704893012,1.9206650040141812e-06,1.9206650040141812e-06,0.02259605887075507
220,0.0173122328093152,3.192042241641648e-05,0.010729553753417331,0.08686369410159654,0.00010817200272858966,0.007272067410325378,0.10441503038175837,9.944483510107571e-05,0.005571139221348886,2.0121252423005705e-06,2.0121252423005705e-06,0.023672061674124358
230,0.017303722420854102,3.336718845480258e-05,0.011215861665479943,0.08683477921199897,0.00011308753396017681,0.0076025232914403995,0.10438799534409784,0.00010404079150336552,0.005828615770496648,2.1035854805869603e-06,2.1035854805869603e-06,0.02474806447749365
240,0.017295214237598985,3.4813579608172425e-05,0.011702043565772313,0.08680586135579485,0.00011800356951487863,0.007933013076630413,0.1043609572563371,0.00010863726642269415,0.006086121368218067,2.1950457188733496e-06,2.1950457188733496e-06,0.025824067280862936
250,0.017286708260397753,3.6259595732382234e-05,0.012188099405842756,0.08677694044501437,0.00012292012434756008,0.008263537771264429,0.10433391664180855,0.00011323417089254524,0.0063436510303946925,2.2865059571597394e-06,2.2865059571597394e-06,0.026900070084232227
260,0.017278204490098308,3.770523668328821e-05,0.012674029137239695,0.08674801639168775,0.00012783721341308603,0.008594098380711568,0.10430687402384468,0.00011783141594640239,0.00660119977290774,2.377966195446129e-06,2.377966195446129e-06,0.027976072887601518
270,0.01726970292754855,3.9150502316746584e-05,0.013159832711511554,0.08671908910784518,0.0001327548516663214,0.008924695910340952,0.10427982992577794,0.0001224289126177492,0.006858762611638536,2.4694264337325184e-06,2.4694264337325184e-06,0.0290520756909708
280,0.017261203573596392,4.059539248861357e-05,0.013645510080206313,0.0866901585055169,0.00013767305406213115,0.009255331365521258,0.10425278487094077,0.00012702657194006928,0.007116334562468851,2.5608866720189077e-06,2.5608866720189077e-06,0.03012807849434009
290,0.017252706429089736,4.203990705474538e-05,0.014131061194872396,0.08666122449673307,0.00014259183555538017,0.009586005751622162,0.1042257393826656,0.00013162430494684626,0.007373910641279902,2.6523469103052975e-06,2.6523469103052975e-06,0.03120408129770938
300,0.017244211494876482,4.3484045870998236e-05,0.014616486007058227,0.08663228699352393,0.00014751121110093336,0.009916720074012342,0.10419869398428491,0.00013622202267156368,0.007631485863953125,2.7438071485916872e-06,2.7438071485916872e-06,0.032280084101078674
310,0.01723571877180454,4.492780879322835e-05,0.015101784468312007,0.08660334590791968,0.00015243119565365565,0.010247475338060918,0.10417164919913115,0.0001408196361477052,0.007889055246369958,2.8352673868780765e-06,2.8352673868780765e-06,0.033356086904447954
320,0.017227228260721813,4.637119567729194e-05,0.015586956530182161,0.08657440115195053,0.00015735180416841197,0.010578272549136902,0.10414460555053673,0.0001454170564087544,0.008146613804412062,2.9267276251644663e-06,2.9267276251644663e-06,0.03443208970781725
330,0.017218739962476207,4.781420637904523e-05,0.01607200214421689,0.08654545263764668,0.00016227305160006723,0.010909112712609415,0.10411756356183414,0.00015001419448819496,0.00840415655396054,3.018187863450856e-06,3.018187863450856e-06,0.035508092511186536
340,0.017210253877915624,4.925684075434443e-05,0.016556921261964397,0.08651650027703833,0.00016719495290348633,0.011239996833847687,0.10409052375635582,0.00015461096141951037,0.008661678510896942,3.1096481017372454e-06,3.1096481017372454e-06,0.03658409531455582
350,0.017201770007887966,5.0699098659045747e-05,0.017041713834973438,0.08648754398215569,0.00017211752303353424,0.011570925918220731,0.1040634866574342,0.00015920726823618432,0.008919174691102816,3.201108340023635e-06,3.201108340023635e-06,0.03766009811792512
360,0.017193288353241146,5.214097994900542e-05,0.01752637981479177,0.08645858366502898,0.00017704077694507582,0.011901900971097445,0.10403645278840176,0.00016380302597170034,0.009176640110459378,3.292568578310025e-06,3.292568578310025e-06,0.038736100921294404
370,0.01718480891482306,5.358248448007966e-05,0.01801091915296804,0.0864296192376884,0.000181964729592976,0.012232922997846951,0.10400942267259092,0.00016839814565954212,0.009434069784848398,3.384028816596414e-06,3.384028816596414e-06,0.03981210372466369
380,0.017176331693481622,5.502361210812466e-05,0.01849533180105023,0.08640065061216413,0.0001868893959320997,0.012563993003838592,0.10398239683333416,0.00017299253833319322,0.00969145873015087,3.475489054882804e-06,3.475489054882804e-06,0.040888106528032986
390,0.017167856690064726,5.646436268899667e-05,0.018979617710587204,0.08637167770048641,0.00019181479091731184,0.012895111994441044,0.1039553757939639,0.00017758611502613725,0.009948801962248566,3.5669492931691936e-06,3.5669492931691936e-06,0.04196410933140227
400,0.017159383905420284,5.79047360785519e-05,0.019463776833126722,0.08634270041468545,0.00019674092950347738,0.013226280975023541,0.1039283600778126,0.00018217878677185786,0.01020609449702281,3.658409531455583e-06,3.658409531455583e-06,0.04304011213477156
410,0.017150913340396198,5.934473213264654e-05,0.01994780912021732,0.08631371866679141,0.00020166782664546114,0.013557500950955426,0.10390135020821271,0.00018677046460383859,0.010463331350355043,3.7498697697419723e-06,3.7498697697419723e-06,0.04411611493814085
420,0.01714244499584037,6.0784350707136833e-05,0.020431714523407418,0.08628473236883455,0.00020659549729812814,0.013888772927605264,0.10387434670849668,0.00019136105955556306,0.010720507538126811,3.841330008028362e-06,3.841330008028362e-06,0.045192117741510135
430,0.01713397887260071,6.222359165787901e-05,0.02091549299424511,0.08625574143284505,0.00021152395641634323,0.0142200979103424,0.10384735010199697,0.0001959504826605149,0.010977618076219331,3.932790246314752e-06,3.932790246314752e-06,0.04626812054487943
440,0.017125514971525122,6.366245484072925e-05,0.02139914448427882,0.08622674577085312,0.00021645321895497136,0.014551476904535843,0.10382036091204601,0.0002005386449521777,0.011234657980514151,4.024250484601141e-06,4.024250484601141e-06,0.047344123348248716
450,0.01711705329346151,6.51009401115438e-05,0.02188266894505675,0.08619774529488897,0.0002213832998688774,0.014882910915554715,0.10379337966197626,0.0002051254574640351,0.01149162226689271,4.11571072288753e-06,4.11571072288753e-06,0.048420126151618004
460,0.017108593839257773,6.653904732617883e-05,0.02236606632812732,0.0861687399169828,0.0002263142141129263,0.015214400948768025,0.10376640687512016,0.00020971083122957063,0.011748505951236554,4.207170961173921e-06,4.207170961173921e-06,0.0494961289549873
470,0.017100136609761823,6.797677634049062e-05,0.022849336585038738,0.08613972954916482,0.000231245976641983,0.015545948009545008,0.10373944307481019,0.00021429467728226794,0.01200530404942679,4.298631199460309e-06,4.298631199460309e-06,0.05057213175835657
