Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes
0,0.015,0.0,0.0,0.075,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
10,0.01498755496593,1.244503406999302e-06,0.0008296689379994,0.0749544474065351,4.555259346483212e-06,0.0006073679128643,0.0899594129836587,4.058701634121119e-06,0.0004509668482357,6.430645235157343e-08,6.430645235157343e-08,0.000756546498253805
20,0.0149751181063163,2.4881893683605173e-06,0.0016587929122402,0.0749089392904014,9.106070959859517e-06,0.0012141427946477,0.0899186709765024,8.132902349752181e-06,0.0009036558166392,1.2861290470314686e-07,1.2861290470314686e-07,0.00151309299650761
30,0.0149626894179172,3.731058208273738e-06,0.002487372138849,0.0748633878589562,1.3661214104378358e-05,0.0018214952139169,0.0898782256290705,1.217743709294343e-05,0.0013530485658825,1.929193570547203e-07,1.929193570547203e-07,0.002269639494761415
40,0.0149502688936017,4.973110639826581e-06,0.0033154070932176,0.0748177596273951,1.822403726049202e-05,0.002429871634732,0.089838250189743,1.617498102569942e-05,0.0017972201139665,2.572258094062938e-07,2.572258094062938e-07,0.0030261859930152206
50,0.0149378564690824,6.214353091755933e-06,0.0041429020611706,0.0747721018497593,2.2789815024072582e-05,0.0030386420032094,0.0897984888721447,2.0151112785529875e-05,0.0022390125317255,3.215322617578672e-07,3.215322617578672e-07,0.003782732491269026
60,0.0149254521086179,7.454789138201296e-06,0.0049698594254674,0.0747264560837664,2.735439162335474e-05,0.0036472522164471,0.0897587203466578,2.412796533421924e-05,0.0026808850371354,3.858387141094406e-07,3.858387141094406e-07,0.00453927898952283
70,0.0149130558132469,8.694418675301698e-06,0.0057962791168677,0.0746808237786604,3.191762213396369e-05,0.0042556829511949,0.0897189378469475,2.8106215305241973e-05,0.0031229128116935,4.501451664610141e-07,4.501451664610141e-07,0.0052958254877766365
80,0.014900667584008,9.933241599196173e-06,0.0066221610661306,0.0746352063836847,3.647936163152461e-05,0.0048639148842031,0.0896791346066792,3.208653933207255e-05,0.003565171036897,5.144516188125874e-07,5.144516188125874e-07,0.00605237198603044
90,0.0148882874219397,1.1171257806023744e-05,0.0074475052040158,0.0745896053480834,4.103946519166271e-05,0.0054719286922214,0.0896393038595181,3.606961404818544e-05,0.0040077348942428,5.787580711641608e-07,5.787580711641608e-07,0.006808918484284244
100,0.0148759153280807,1.240846719192345e-05,0.0082723114612822,0.0745440221210999,4.559778789000316e-05,0.0060797050520002,0.0895994388391294,4.005611608705509e-05,0.0044506795652282,6.430645235157344e-07,6.430645235157344e-07,0.007565464982538052
110,0.0148635513034696,1.364486965303432e-05,0.0090965797686894,0.0744984581519783,5.015418480217116e-05,0.0066872246402893,0.0895595327791784,4.404672208215598e-05,0.0048940802313506,7.073709758673078e-07,7.073709758673078e-07,0.008322011480791857
120,0.014851195349145,1.4880465085495384e-05,0.0099203100569967,0.0744529148899621,5.470851100379191e-05,0.0072944681338386,0.0895195789133303,4.8042108666962586e-05,0.0053380120741068,7.716774282188812e-07,7.716774282188812e-07,0.00907855797904566
130,0.0148388474661455,1.6115253385445666e-05,0.0107435022569636,0.0744073937842951,5.926062157049059e-05,0.0079014162093985,0.0894795704752505,5.204295247494936e-05,0.0057825502749944,8.359838805704546e-07,8.359838805704546e-07,0.009835104477299465
140,0.0148265076555097,1.7349234449024206e-05,0.0115661562993494,0.0743618962842211,6.38103715778924e-05,0.0085080495437187,0.089439500698604,5.604993013959077e-05,0.0062277700155101,9.002903329220281e-07,9.002903329220281e-07,0.010591650975553271
150,0.0148141759182763,1.8582408172370028e-05,0.0123882721149132,0.0743164238389838,6.835761610162251e-05,0.0091143488135494,0.0893993628170563,6.006371829436128e-05,0.0066737464771513,9.645967852736015e-07,9.645967852736015e-07,0.011348197473807076
