10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient,Time (s),phi_w
0.3171174510623321,0.2783661466048388,0.20665642663356945,0.0,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.317394082889807,0.27874078831714627,0.2069336655050199,14.432680206710868,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.3172410459718917,0.27819764223656024,0.20653079310544617,0.1415623480173407,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.31724332319664034,0.2781964706736989,0.20652959504113602,0.21234352202601103,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.3172460825884664,0.2781954250380583,0.2065290467536572,0.2831246960346814,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.3172722645600304,0.2782303957648034,0.20655484168672444,1.6987481762080883,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.31728509001179556,0.27824796621500153,0.20656791046834763,2.4065599162947917,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.31729791583863287,0.2782655352600485,0.2065809781937282,3.114371656381495,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.31755627845057716,0.2786168894566298,0.2068415519031716,17.270606458115566,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.31768452945709263,0.2787927252214034,0.20697233552421104,24.348723858982595,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.31781314837275776,0.2789684178618414,0.2071028746842721,31.42684125984963,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.32039275931717104,0.28247964741396836,0.20970955991416107,172.98918927719032,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.32167926827393695,0.2842502654181636,0.21102431517330078,243.77036328586067,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.32297068589724376,0.28600700204001656,0.21232835888207213,314.55153729453104,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.34449949680995806,0.3087141293216324,0.22918617380323048,1382.1557476586754,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.3552321630689197,0.31991028405942823,0.237498029136807,1915.9578528407476,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.36674039098512934,0.32995265055450496,0.24495351195199472,2449.75995802282,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.3956648078584663,0.3516323715117448,0.2610473288829,3785.300012136397,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.40613449731751355,0.36588056614184533,0.2716250088852006,4453.070039193186,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.4196736364768061,0.37749811387297766,0.2802501085639561,5120.840066249974,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.46328545660198067,0.41057838785347683,0.30480850635982376,7362.936337445253,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.47592694005235503,0.4283032309545091,0.3179676073637032,8483.984473042892,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.49608406962818674,0.44608450461754895,0.33116825130674554,9605.032608640533,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.544799815999322,0.4856122611948883,0.36051344840439736,12896.932676674778,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.552691007967809,0.49821825784030777,0.36987192923133144,14542.882710691902,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.5770449204396557,0.5198850633791511,0.38595626248086684,16188.832744709023,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6717163322865173,0.6006783356435543,0.4459364663779989,20846.24035357416,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6258075743187888,0.5453147226016416,0.40483672660109754,23174.944158006732,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.7277341020393427,0.6379047319779596,0.4735729112964801,25503.647962439303,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6259225935040371,0.4306114044540293,0.3196808386671397,18938.699505230303,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6303300638709868,0.42376321515259785,0.3145980116486632,20313.632885490944,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6446265169739986,0.46275374964895294,0.34354331181141445,21688.566265751586,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6149716472332103,0.35307521844255324,0.26211860866104036,17890.555202859527,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.619666376314711,0.34723082136112116,0.25778031546145275,18741.416431934776,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6260177643605748,0.37017137343378076,0.2748107927272833,19592.27766101003,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6102848544002905,0.3139678968956539,0.23308630637721542,17266.122596091733,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6135623179279143,0.307629105657975,0.22838049470012306,17804.767521783087,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6171051275208908,0.3218223053708976,0.23891835479104528,18343.412447474442,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6082577047339877,0.29344301454982513,0.2178486497692791,16931.24925497162,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6106064582895493,0.28782214232710424,0.2136758374399931,17302.45751010292,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6129491184480551,0.2976760355908776,0.22099108835067818,17673.665765234215,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6072878776395313,0.28160376273649346,0.20905943509892333,16748.804651485236,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6091092208978743,0.2766880721687367,0.205410316996835,17028.790604873342,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6108606328571905,0.2842525119260267,0.211025884088822,17308.77655826145,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6067859879363654,0.27402602542485793,0.20343371107800695,16644.066557243725,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6083005844167162,0.2696056241545168,0.2001519385885878,16871.683463511075,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6097293398128553,0.27589969142981513,0.20482476297540242,17099.300369778426,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6065137558823512,0.2687111757844249,0.19948784708437786,16580.5564762715,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6078424360479197,0.264608159079815,0.1964421336298239,16776.41834205274,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6090816160814355,0.27013116785407343,0.20054193922383814,16972.28020783398,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6113725809798084,0.2754683507936812,0.20450465762636963,16540.15636760289,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6124424574512057,0.27817855852041523,0.2065161412007434,16715.818179049824,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6135857765746134,0.28085147491182727,0.208501556359292,16891.47999049676,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6359766974789671,0.32906550989514743,0.24429476020557014,17216.021018928797,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6391779474665443,0.3543985824391415,0.2631003006195935,17378.291533144817,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6517263149936673,0.37772602198421895,0.28042055169579105,17540.562047360836,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.673599704462089,0.42938517194112524,0.3187707941861166,19530.784792889877,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
0.6748845088315597,0.44935142165543995,0.3335906660469943,20525.896165654394,"dict_values([np.float64(0.7266594568166143), np.float64(0.00893520775229016), np.float64(0.009092553306339207)])"
