Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes,10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3762964311524501,0.1419518494648375,0.1070440686275948
5,0.009994413446024919,5.586553975081449e-07,0.000558655397508101,0.04998947458019901,1.052541980099047e-06,0.00021050839601977067,0.05999026632789623,9.733672103767028e-07,0.00016222786839614756,7.423984642577611e-08,7.423984642577611e-08,0.001484796928515522,0.3774009887670331,0.14221513655011422,0.11353880028450242
10,0.009988828500161638,1.1171499838362498e-06,0.0011171499838362742,0.04997897842731182,2.102157268818456e-06,0.0004204314537636922,0.05998021159761611,1.978840238389058e-06,0.00032980670639815024,1.4847969285155222e-07,1.4847969285155222e-07,0.002969593857031044,0.37630388388026453,0.14196220651032807,0.107052014035802
15,0.009983245079305068,1.6754920694933736e-06,0.0016754920694932451,0.049968476191096615,3.152380890339122e-06,0.0006304761780677737,0.059970166079501244,2.983392049875938e-06,0.0004972320083125314,2.2271953927732832e-07,2.2271953927732832e-07,0.004454390785546566,0.3763080527816987,0.14139709391131017,0.11287856700950902
20,0.009977663191936475,2.2336808063526053e-06,0.002233680806352556,0.04995796726283104,4.20327371689619e-06,0.0008406547433792433,0.05996014428751402,3.985571248598262e-06,0.0006642618747663143,2.969593857031045e-07,2.969593857031045e-07,0.00593918771406209,0.3763088046861383,0.1419685657134559,0.10705685497535068
25,0.00997208284653713,2.7917153462870326e-06,0.0027917153462869715,0.04994745103379276,5.254896620724801e-06,0.001050979324144885,0.059950160735616834,4.98392643831695e-06,0.0008306544063860777,3.711992321288806e-07,3.711992321288806e-07,0.0074239846425776124,0.3763595670866171,0.14143263446703344,0.11290770903746872
30,0.009966504051588304,3.349594841169744e-06,0.0033495948411695897,0.0499369268952594,6.3073104740601015e-06,0.001261462094812038,0.05994022993777207,5.9770062227929215e-06,0.0009961677037987338,4.4543907855465664e-07,4.4543907855465664e-07,0.008908781571093132,0.3763817403825612,0.14204123558487822,0.10711195791675421
35,0.009960926815571262,3.9073184428738284e-06,0.003907318442873842,0.04992639423850863,7.360576149137235e-06,0.0014721152298274864,0.05993036640794213,6.963359205787099e-06,0.0011605598676310835,5.196789249804329e-07,5.196789249804329e-07,0.010393578499608657,0.37639833425089647,0.14136824490418404,0.11287490530610567
40,0.009955351146967276,4.4648853032723736e-06,0.004464885303272381,0.04991585245481809,8.414754518191344e-06,0.0016829509036382362,0.0599205846600894,7.941533991060399e-06,0.001323588998510039,5.93918771406209e-07,5.93918771406209e-07,0.01187837542812418,0.3768577737445074,0.14228783673940068,0.10729544386869043
45,0.009949777054257616,5.022294574238468e-06,0.005022294574238417,0.04990530093546543,9.46990645345757e-06,0.0018939812906915154,0.059910899208176265,8.910079182373741e-06,0.0014850131970621794,6.681586178319851e-07,6.681586178319851e-07,0.013363172356639702,0.37709300626264614,0.14191480086868533,0.11331235525153123
50,0.009944204539514112,5.579546048588795e-06,0.0055795460485887904,0.04989473948206695,1.0526051793305412e-05,0.0021052103586610693,0.05990131483931319,9.868516068681303e-06,0.0016447526781133703,7.423984642577611e-07,7.423984642577611e-07,0.014847969285155221,0.3773157153737344,0.14257031734567954,0.10750694242621653
55,0.009938633547412735,6.136645258726532e-06,0.006136645258726481,0.04988417165852849,1.158283414715146e-05,0.0023165668294302666,0.0598917476745347,1.0825232546530376e-05,0.0018042054244216121,8.166383106835373e-07,8.166383106835373e-07,0.016332766213670743,0.3795064900018096,0.1440906361194045,0.11499448591477998
60,0.009933064064627526,6.693593537247455e-06,0.006693593537247411,0.04987359850723663,1.264014927633735e-05,0.002528029855267344,0.05988217459132538,1.1782540867462298e-05,0.001963756811243611,8.908781571093133e-07,8.908781571093133e-07,0.017817563142186264,0.38054959729604565,0.14533036920738718,0.10959193915676194
65,0.00992749609283958,7.250390716042021e-06,0.007250390716041943,0.0498630201265557,1.3697987344430521e-05,0.002739597468886079,0.0598725949433416,1.2740505665840018e-05,0.002123417610973344,9.651180035350894e-07,9.651180035350894e-07,0.019302360070701786,0.38163678757779956,0.14569615757138576,0.11630051881435131
70,0.009921929633729993,7.807036627000688e-06,0.007807036627000663,0.04985243661485002,1.4756338514998404e-05,0.0029512677029996937,0.05986300808423974,1.3699191576026475e-05,0.0022831985960042323,1.0393578499608655e-06,1.0393578499608655e-06,0.02078715699921731,0.38772317606589934,0.15052804613641693,0.11350247639078408
75,0.009916364688979861,8.363531102013907e-06,0.008363531102013821,0.04984184807048392,1.581519295160843e-05,0.003163038590321632,0.059853413367676155,1.4658663232384615e-05,0.0024431105387306973,1.1135976963866417e-06,1.1135976963866417e-06,0.022271953927732832,0.39072880152304046,0.15285440422154467,0.12207238003907699
80,0.00991080126027028,8.91987397297214e-06,0.008919873972972003,0.04983125459182172,1.6874540817828036e-05,0.0033749081635655598,0.05984381014730723,1.5618985269277384e-05,0.0026031642115460496,1.1878375428124178e-06,1.1878375428124178e-06,0.023756750856248354,0.3938086510587094,0.15602305740762298,0.1176551649833906
