10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient,Time (s)
0.22669589721474478,0.20278219076109608,0.15182125422250425,0.0
0.22706805142671088,0.20320397350962607,0.15213723692377124,155.0291407296465
0.22692236228577334,0.2025884164042581,0.1516764323920861,0.3129193797861994
0.22692290436471366,0.20259069013119504,0.15167813456966298,0.4693790696792991
0.22692344104497353,0.20259297021031947,0.15167984150187105,0.6258387595723988
0.22695097874864875,0.20262516205768416,0.15170390078446233,3.7550325574343923
0.22696469359560256,0.20264070233629133,0.15171554321368977,5.319629456365389
0.2269784073578802,0.2026562402219986,0.15172718386711623,6.884226355296386
0.22725269496833556,0.2029670195245201,0.15196001681287052,38.176164333916326
0.22738999773332727,0.2031227283152031,0.15207667512709774,53.82213332322629
0.2275271966348884,0.20327822305990217,0.1521931746393576,69.46810231253626
0.23028320387426574,0.20639014426778027,0.15452250466336165,382.38748209873563
0.23167568466121388,0.2079773092395296,0.15571105120271367,538.8471719918354
0.23305875264986917,0.20954352921014538,0.15688387215336108,695.3068618849351
0.25635066640621096,0.235834021408251,0.17656724086490805,3824.500659746929
0.27106152676917455,0.24876651409838435,0.18624995880479453,5389.097558677926
0.28313117315787023,0.2623058700735522,0.19638636923700842,6953.694457608923
0.3207368235765118,0.2881373006247714,0.21572622207423453,21853.245465827586
0.3356403960872482,0.30449326695281353,0.2279717434104512,29303.020969936915
0.3500234292466203,0.3219122752929088,0.2410129397090611,36752.79647404625
0.3915167416427193,0.35566659120444843,0.26628489417996565,43376.398237023124
0.4061363214993669,0.3726935001241885,0.279033295476764,46688.19911851156
0.42361283476218387,0.39275112379426586,0.29405013312695877,50000.0
0.4734269490038617,0.4299742192268932,0.32191875172851037,0.0
0.48527009831155526,0.44386681005710604,0.33232017374794937,62.474172419667575
0.5055507433092792,0.4689553799088593,0.3511036231850754,0.23113276680532396
0.5613886240643922,0.5131200926576706,0.3841694151969599,0.3466991502079859
0.5641356877804298,0.5172137399600075,0.3872337017679499,0.4622655336106479
0.591884509218311,0.5502153281330348,0.41194241645563906,2.773593201663888
0.6428842026387869,0.5918598462472723,0.44312084344316544,3.9292570356905077
0.6342952471812476,0.5830090591001275,0.4364940163695435,5.084920869717127
0.6676399451993531,0.6208991019677572,0.46486310605800957,28.198197550249528
0.7017265452242413,0.6498406217451697,0.48653086839530163,39.75483589051572
0.6938987754808492,0.6418431349255738,0.4805429783297737,51.311474230781926
0.7187898282829079,0.6684092514568922,0.5004340640259487,282.44424103610595
0.7436172254790963,0.69037196999255,0.516877504811317,398.010624438768
0.7366537820300416,0.683268528316118,0.5115570307734961,513.57700784143
0.7563501173847884,0.7034972222227939,0.5267041981487784,2824.9046758946706
0.7762905017988988,0.721503026784951,0.5401841051112641,3980.5685099212906
0.7692586062890684,0.7141974789102252,0.5347142285923002,5136.2323439479105
0.7865882073161173,0.731799450436415,0.5478936828248091,11908.752953089981
0.8013065101160397,0.7452372874914057,0.5579549508381533,15295.013257661016
0.7962362436431568,0.7400318488121221,0.5540567856011269,18681.27356223205
0.8090579524462592,0.7528151663659184,0.5636254162313014,27400.25212400082
