Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2_{V_2},Added Buffer,Diavolumes
0,0.0125,0.0,0.0,0.0625,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0
10,0.012489925362693182,1.7126883421594285e-06,0.0008059709845456134,0.062456533854460414,7.389244741729898e-06,0.0006954583286334021,0.07496300049896755,6.289915175516402e-06,0.000493326680432659,1.196657183511609e-07,1.196657183511609e-07,0.0014078319806018929
20,0.012479856616662744,3.42437516733391e-06,0.0016114706669806635,0.062413086383332594,1.4775314833459887e-05,0.0013906178666785775,0.07492600939556297,1.2578402754296003e-05,0.0009865413924938042,2.393314367023218e-07,2.393314367023218e-07,0.0028156639612037858
30,0.012469793773978598,5.135058423638676e-06,0.0024164980817123175,0.06236965754866191,2.215821672747608e-05,0.0020854792214095134,0.07488902665878647,1.886546800630103e-05,0.0014796445495138064,3.589971550534827e-07,3.589971550534827e-07,0.0042234959418056784
40,0.012459736832794683,6.8447384249043385e-06,0.00322105337642557,0.06232624735894528,2.9537948979303774e-05,0.002780042256875649,0.07485205230497209,2.515110815474514e-05,0.0019726359337055013,4.786628734046436e-07,4.786628734046436e-07,0.0056313279224075715
50,0.012449685787857438,8.553416064235952e-06,0.004025136971405153,0.06228285582304615,3.6914510082155604e-05,0.0034743068312617035,0.07481508636455934,3.1435318024911676e-05,0.002465515139208759,5.983285917558044e-07,5.983285917558044e-07,0.007039159903009464
60,0.01243964063859408,1.0261091439006749e-05,0.004828748912473764,0.06223948294885499,4.4287898694652494e-05,0.004168272818320234,0.0747781288480806,3.771809582629733e-05,0.0029582820255919474,7.179943101069654e-07,7.179943101069654e-07,0.008446991883611357
70,0.012429601384783568,1.1967764586793684e-05,0.005631889217314674,0.06219612874419794,5.165811348635069e-05,0.0048619400928330055,0.07474117976458224,4.3999440021019834e-05,0.00345093647223685,8.376600284581262e-07,8.376600284581262e-07,0.009854823864213248
80,0.012419568026204864,1.3673435545173711e-05,0.006434557903611157,0.06215279321690115,5.902515312680642e-05,0.0055553085295817805,0.07470423912311061,5.0279349071196926e-05,0.00394347835852525,9.573257468092872e-07,9.573257468092872e-07,0.011262655844815143
90,0.012409540562636922,1.537810435172379e-05,0.007236754989046487,0.06210947637479074,6.638901628557595e-05,0.006248378003348324,0.07466730693271208,5.6557821438946344e-05,0.004435907563838929,1.076991465160448e-06,1.076991465160448e-06,0.012670487825417034
100,0.012399518993858704,1.708177104402086e-05,0.008038480491303934,0.06206617822569285,7.37497016322155e-05,0.006941148388914399,0.07463038320243302,6.283485558638584e-05,0.0049282239675596745,1.1966571835116089e-06,1.1966571835116089e-06,0.014078319806018928
110,0.012389503319649168,1.87844356596419e-05,0.008839734428066775,0.062022898777433645,8.110720783628136e-05,0.007633619561061774,0.0745934679413198,6.911044997563314e-05,0.005420427449069266,1.31632290186277e-06,1.31632290186277e-06,0.015486151786620822
120,0.012379493539787274,2.0486098236163843e-05,0.009640516817018278,0.06197963803783924,8.84615335673297e-05,0.008325791394572206,0.07455656115841879,7.538460306880596e-05,0.005912517887749488,1.4359886202139308e-06,1.4359886202139308e-06,0.016893983767222714
130,0.01236948965405198,2.2186758811163657e-05,0.01044082767584172,0.06193639601473579,9.581267749491681e-05,0.009017663764227465,0.07451966286277634,8.165731332802206e-05,0.006404495162982123,1.5556543385650916e-06,1.5556543385650916e-06,0.018301815747824607
140,0.012359491662222248,2.3886417422218286e-05,0.011240667022220367,0.06189317271594942,0.00010316063828859895,0.009709236544809312,0.07448277306343883,8.792857921539921e-05,0.006896359154148958,1.6753200569162525e-06,1.6753200569162525e-06,0.019709647728426496
150,0.012349499564077033,2.5585074106904695e-05,0.0120400348738375,0.06184996814930629,0.0001105054146179323,0.01040050961109951,0.07444589176945261,9.419839919305509e-05,0.0073881097406317715,1.7949857752674135e-06,1.7949857752674135e-06,0.021117479709028393
160,0.012339513359395298,2.7282728902799833e-05,0.012838931248376389,0.061806782322632516,0.00011784700515247319,0.011091482837879828,0.07440901898986407,0.00010046677172310748,0.007879746801812353,1.9146514936185744e-06,1.9146514936185744e-06,0.022525311689630286
170,0.012329533047955999,2.897938184748066e-05,0.013637356163520308,0.061763615243754254,0.00012518540856177777,0.011782156099932023,0.07437215473371957,0.00010673369526767408,0.008371270217072478,2.0343172119697354e-06,2.0343172119697354e-06,0.02393314367023218
180,0.012319558629538095,3.067503297852412e-05,0.014435309636952526,0.06172046692049764,0.00013252062351540235,0.012472529272037867,0.07433529901006546,0.00011299916828887266,0.008862679865793935,2.153982930320896e-06,2.153982930320896e-06,0.02534097565083407
190,0.012309590103920548,3.236968233350718e-05,0.015232791686356318,0.06167733736068881,0.00013985264868290314,0.01316260222897912,0.07429845182794811,0.00011926318924882096,0.009353975627358506,2.273648648672057e-06,2.273648648672057e-06,0.026748807631435965
200,0.012299627470882315,3.406332995000679e-05,0.016029802329414956,0.06163422657215391,0.00014718148273383644,0.013852374845537547,0.0742616131964139,0.00012552575660963668,0.009845157381147976,2.3933143670232177e-06,2.3933143670232177e-06,0.028156639612037855
210,0.012289670730202356,3.57559758655999e-05,0.016826341583811716,0.06159113456271907,0.00015450712433775837,0.014541846996494905,0.07422478312450918,0.0001317868688334376,0.010336225006544126,2.5129800853743784e-06,2.5129800853743784e-06,0.029564471592639745
220,0.012279719881659629,3.7447620117863474e-05,0.017622409467229868,0.061548061340210444,0.0001618295721642253,0.01523101855663297,0.07418796162128034,0.0001380465243823414,0.010827178382928739,2.63264580372554e-06,2.63264580372554e-06,0.030972303573241645
230,0.012269774925033094,3.913826274437445e-05,0.01841800599735268,0.06150500691245416,0.0001691488248827934,0.015919889400733495,0.07415114869577373,0.00014430472171846588,0.0113180173896836,2.7523115220767005e-06,2.7523115220767005e-06,0.03238013555384353
240,0.012259835860101709,4.0827903782709805e-05,0.019213131191863436,0.06146197128727637,0.000176464881163019,0.01660845940357826,0.0741143443570357,0.0001505614593039288,0.011808741906190495,2.871977240427861e-06,2.871977240427861e-06,0.03378796753444542
250,0.012249902686644434,4.251654327044649e-05,0.020007785068445402,0.061418954472503194,0.00018377773967445825,0.017296728439949012,0.07407754861411266,0.0001568167356008478,0.012299351811831201,2.9916429587790226e-06,2.9916429587790226e-06,0.035195799515047324
260,0.01223997540444023,4.4204181245161436e-05,0.020801967644781847,0.06137595647596079,0.00019108739908666738,0.01798469638462752,0.07404076147605093,0.0001630705490713407,0.012789846985987504,3.1113086771301832e-06,3.1113086771301832e-06,0.036603631495649214
270,0.012230054013268052,4.5890817744431614e-05,0.02159567893855605,0.06133297730547528,0.0001983938580692027,0.01867236311239555,0.0740039829518969,0.00016932289817752518,0.01328022730804119,3.2309743954813447e-06,3.2309743954813447e-06,0.03801146347625111
280,0.012220138512906861,4.757645280583399e-05,0.022388918967451286,0.061290016968872825,0.00020569711529162043,0.019359728498034863,0.07396721305069695,0.000175573781381519,0.01377049265737404,3.3506401138325054e-06,3.3506401138325054e-06,0.039419295456853
290,0.012210228903135617,4.92610864669455e-05,0.02318168774915082,0.061247075473979555,0.00021299716942347683,0.02004679241632723,0.0739304517814974,0.00018182319714543998,0.014260642913367842,3.470305832183667e-06,3.470305832183667e-06,0.0408271274374549
300,0.012200325183733278,5.0944718765343114e-05,0.023973985301337934,0.06120415282862161,0.00022029401913432813,0.020733554742054412,0.07389369915334466,0.00018807114393140574,0.014750677955404372,3.5899715505348275e-06,3.5899715505348275e-06,0.04223495941805679
310,0.012190427354478804,5.2627349738603776e-05,0.02476581164169589,0.06116124904062512,0.00022758766309373057,0.02142001534999817,0.0738569551752851,0.000194317620201534,0.015240597662865413,3.709637268885988e-06,3.709637268885988e-06,0.04364279139865868
320,0.012180535415151152,5.430897942430444e-05,0.025557166787907967,0.06111836411781624,0.0002348780999712404,0.022106174114940272,0.07382021985636504,0.00020056262441794264,0.015730401915132756,3.82930298723715e-06,3.82930298723715e-06,0.04505062337926058
330,0.012170649365529284,5.598960786002206e-05,0.026348050757657435,0.0610754980680211,0.00024216532843641383,0.022792030911662476,0.07378349320563088,0.00020680615504274928,0.01622009059158818,3.94896870558831e-06,3.94896870558831e-06,0.04645845535986247
340,0.01216076919732273,5.766923645513637e-05,0.027138464214181816,0.06103265089678631,0.00024944934754632804,0.02347758565141911,0.07374677525891324,0.00021304820598475058,0.01670966321449024,4.068634423939471e-06,4.068634423939471e-06,0.04786628734046436
350,0.012150894893470359,5.9347868110039453e-05,0.027928408522371502,0.06098982260732821,0.00025673015675420536,0.02416283828274874,0.07371006607961196,0.00021928876646596778,0.017199118938507278,4.1883001422906315e-06,4.1883001422906315e-06,0.04927411932106625
360,0.012141026452130258,6.1025503137856525e-05,0.028717883829579533,0.060947013207283914,0.00026400775476173604,0.02484778868345751,0.0736733656793392,0.0002255278345123373,0.017688457608810767,4.307965860641793e-06,4.307965860641793e-06,0.05068195130166815
370,0.01213116387190967,6.270214177535666e-05,0.029506890247226657,0.06090422270441908,0.0002712821402487576,0.02553243672929483,0.07363667406819882,0.00023176540840620023,0.018177679090682373,4.427631578992954e-06,4.427631578992954e-06,0.05208978328227004
380,0.012121307151415833,6.437778425930889e-05,0.03029542788673359,0.060861451106499376,0.0002785533118951077,0.026216782296010134,0.07359999125629473,0.00023800148642989772,0.018666783249403743,4.547297297344114e-06,4.547297297344114e-06,0.05349761526287193
390,0.012111456289255989,6.605243082648232e-05,0.03108349685952108,0.06081869842129046,0.00028582126838062373,0.02690082525935282,0.07356331725373076,0.0002442360668657708,0.019155769950256533,4.666963015695275e-06,4.666963015695275e-06,0.05490544724347382
