shear_rate,J_pred_10,J_pred_180,J_pred_300,J_flux,yield,phi_w_10,phi_w_180,phi_w_300
20000.0,4.535059491155944e-06,4.535042990833438e-06,4.535055830157371e-06,4.535042990833438e-06,0.3734247056397717,0.17067341555418075,0.5089421079671276,0.23718451824230088
20500.0,4.628460614423563e-06,4.628457958027776e-06,4.62848710948426e-06,4.628457958027776e-06,0.33285917692164946,0.1758252162866754,0.5047743995640985,0.2362004133136665
21000.0,4.720699353148319e-06,4.720687089100855e-06,4.720687495941994e-06,4.720687089100855e-06,0.2917952453699709,0.18099356867710836,0.5005981172330094,0.2352072748044337
21500.0,4.8117343563337375e-06,4.811737688679658e-06,4.81175890512665e-06,4.8117343563337375e-06,0.2507832923381891,0.1861685533472071,0.4964192158407523,0.23421297459598667
22000.0,4.901612480994002e-06,4.901600336681669e-06,4.90160474886275e-06,4.901600336681669e-06,0.2105450826395071,0.19135137584534923,0.4922367597708542,0.23321186483026446
22500.0,4.99010122252055e-06,4.98967361263445e-06,4.989674309364413e-06,4.98967361263445e-06,0.17641610469121916,0.19646906096533334,0.48794605959848714,0.23218083146530324
23000.0,5.07780400480983e-06,5.07780265702128e-06,5.077824174497211e-06,5.07780265702128e-06,0.13524805695848063,0.20171112907039265,0.48388682103825803,0.2312020484636425
23500.0,5.1641541249646245e-06,5.164147910709665e-06,5.164156550249903e-06,5.164147910709665e-06,0.10171980147842186,0.20688267701981713,0.47972436158812465,0.23019296331059075
24000.0,5.2493265909476765e-06,5.249339864698236e-06,5.249351118875465e-06,5.2493265909476765e-06,0.07196659781311066,0.21204058453415586,0.4755762793265324,0.229183273158481
24500.0,5.331955144660874e-06,5.331975210809845e-06,5.334688293933134e-06,5.331955144660874e-06,0.05304301407880074,0.21703153005208087,0.47121513916057634,0.22811555962826902
25000.0,5.406527939811543e-06,5.41618447724274e-06,5.406536040381092e-06,5.406527939811543e-06,0.06798107665194664,0.22123577154807164,0.4657924965790938,0.22678544058350583
25500.0,5.491496285181034e-06,5.478280506416343e-06,5.478322254887402e-06,5.478280506416343e-06,0.09295359250850521,0.22520243013570054,0.4602150840875681,0.22540835430377473
26000.0,6.601036923968579e-06,5.548293341738704e-06,6.60104908516916e-06,5.548293341738704e-06,0.1235298995090729,0.22904469761897736,0.4546578638118004,0.2240259418282689
26500.0,6.727966755326688e-06,5.615712158977712e-06,6.72799233680703e-06,5.615712158977712e-06,0.1654903465196338,0.23266318965081562,0.44900240295489896,0.2226090026030478
27000.0,6.854917197839663e-06,5.680733687806919e-06,6.854935588444898e-06,5.680733687806919e-06,0.21827336889387727,0.23606376418477926,0.44329040295914,0.22117412442668907
27500.0,6.981856923943115e-06,5.743319570106825e-06,6.981878840082766e-06,5.743319570106825e-06,0.2815218231443335,0.23924133591004162,0.4375275078905301,0.219712231190627
28000.0,7.108806806314909e-06,5.803406801456753e-06,7.1088220917206355e-06,5.803406801456753e-06,0.35347083430348136,0.24218444547401619,0.4317159393528209,0.21823017202914252
28500.0,7.235748664481584e-06,5.860952706790314e-06,7.235765343358504e-06,5.860952706790314e-06,0.43134260803788327,0.24487530546442549,0.4258606791296077,0.2167269728711308
29000.0,7.3626801393460095e-06,5.915907707295433e-06,7.362708594996373e-06,5.915907707295433e-06,0.5109685115932825,0.24730863218963753,0.41996572264748727,0.21520658610416774
29500.0,7.489623940917222e-06,5.968208262475221e-06,7.489651846634239e-06,5.968208262475221e-06,0.5883456725916176,0.24947367231641318,0.41403337827927267,0.21366170868126066
30000.0,7.616574302129577e-06,6.017807121270366e-06,7.616595098272109e-06,6.017807121270366e-06,0.6597750043445063,0.25135795103855,0.40806799417781314,0.21209679414862392
30500.0,7.743514188024615e-06,6.064665514132805e-06,7.743538349909978e-06,6.064665514132805e-06,0.7225541370878803,0.25295715646964634,0.4020747818115348,0.2105176646439349
31000.0,7.87046261999552e-06,6.108723269349891e-06,7.870481601547847e-06,6.108723269349891e-06,0.7756688755393026,0.2542609307963353,0.39605644620255653,0.208916000906233
31500.0,7.997399863086984e-06,6.149945892297157e-06,7.997424853185715e-06,6.149945892297157e-06,0.8190415200901378,0.25526661364452563,0.39001847353332897,0.20729739616956078
32000.0,8.124347938954292e-06,6.1882721873579906e-06,8.124368104823582e-06,6.1882721873579906e-06,0.8536344756676918,0.25596193621673735,0.3839633954275312,0.20566093569701985
32500.0,6.531389845578561e-06,6.5313778858067015e-06,6.5316730984245415e-06,6.5313778858067015e-06,,0.2949777414123458,0.40935158466647986,0.21243411167502887
33000.0,6.597651559600594e-06,6.597642090569806e-06,6.598499489859234e-06,6.597642090569806e-06,,0.2994196810084006,0.40578275085090376,0.21149496989463237
33500.0,6.6636501209637775e-06,6.663656501743193e-06,6.66365675584955e-06,6.6636501209637775e-06,,0.3038927675993058,0.4023248048286215,0.21058133071514593
34000.0,6.728412521007894e-06,6.728425095993136e-06,6.728423203251001e-06,6.728412521007894e-06,,0.30826194773730264,0.3988730791589251,0.20966551827180407
34500.0,6.792307023840565e-06,6.792322506294602e-06,6.792349240459416e-06,6.792307023840565e-06,,0.3125742921247497,0.3954649257933093,0.20875797930625029
35000.0,6.8553931728974185e-06,6.855399836680273e-06,6.8554369451825815e-06,6.8553931728974185e-06,,0.3168353565955531,0.39210605266883974,0.2078588320533402
35500.0,6.917648903512561e-06,6.917662631158571e-06,6.91768963029006e-06,6.917648903512561e-06,,0.32103942437279037,0.3887929290270859,0.20696790276496194
36000.0,6.978836684804496e-06,6.9788435436305306e-06,6.979487676959546e-06,6.978836684804496e-06,,0.3251498295817532,0.38550094646313443,0.20607742375991728
36500.0,7.039783928977462e-06,7.039785114216009e-06,7.039825931973019e-06,7.039783928977462e-06,,0.3292827216195689,0.3823045123480699,0.20521301734924718
37000.0,7.099689821115648e-06,7.09969496856493e-06,7.099709369052301e-06,7.099689821115648e-06,,0.33332096994718,0.379130737011547,0.20434847907370088
37500.0,7.158150242377666e-06,7.158154418130429e-06,7.159841452670681e-06,7.158150242377666e-06,,0.33720211591553173,0.37594412102859603,0.20347625046796392
