Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes,10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.6346108388480795,0.39806837073463014,0.28223167373213376
10,0.009989840478004263,1.0159521995736853e-06,0.001015952199573733,0.04996821089778009,3.1789102219915858e-06,0.000635782044398181,0.05997227162223781,2.772837776218895e-06,0.00046213962936980657,8.007889028655206e-08,8.007889028655206e-08,0.0016015778057310412,0.6350659412245059,0.3964535252676169,0.297117107776546
20,0.009979689443810193,2.031055618980728e-06,0.0020310556189806483,0.04993653584128118,6.346415871883054e-06,0.0012692831743764676,0.05994381472289623,5.6185277103774265e-06,0.0009364212850628828,1.6015778057310407e-07,1.6015778057310407e-07,0.003203155611462081,0.6346177949961751,0.3981587059393533,0.28230396226045
30,0.00996954693050436,3.0453069495640714e-06,0.003045306949563953,0.049904702116469,9.529788353100506e-06,0.0019059576706199621,0.05991670934683647,8.329065316353012e-06,0.001388177552725467,2.4023667085965615e-07,2.4023667085965615e-07,0.004804733417193123,0.6346165417877364,0.3958569145406178,0.2966986692605285
40,0.009959412860090954,4.058713990904701e-06,0.004058713990904628,0.049872809709798405,1.271902902016042e-05,0.0025438058040319067,0.059890145563851895,1.0985443614810756e-05,0.0018309072691350403,3.203155611462081e-07,3.203155611462081e-07,0.006406311222924161,0.6346162523897505,0.39807852692748347,0.28223915785360143
50,0.009949287061809444,5.071293819055628e-06,0.005071293819055578,0.04984128816522253,1.5871183477748305e-05,0.003174236695549504,0.05986077065508751,1.3922934491248968e-05,0.002320489081874766,4.0039445143276014e-07,4.0039445143276014e-07,0.008007889028655202,0.6346154463973802,0.3957889737496872,0.29669665979907317
60,0.009939169649537914,6.083035046208697e-06,0.006083035046208551,0.049809710085024786,1.902899149752235e-05,0.003805798299504337,0.059831900044749045,1.6809995525095683e-05,0.0028016659208491834,4.804733417193122e-07,4.804733417193122e-07,0.009609466834386243,0.6346156199648942,0.39808117381750857,0.2822420291063025
70,0.009929060733233143,7.093926676685767e-06,0.007093926676685736,0.04977792514115333,2.2207485884667725e-05,0.004441497176933429,0.059804731723958206,1.9526827604179556e-05,0.0032544712673632237,5.605522320058644e-07,5.605522320058644e-07,0.011211044640117287,0.6346161884867683,0.3957898257959267,0.2966969017382627
80,0.00991896035840302,8.103964159698061e-06,0.008103964159698052,0.04974595963616058,2.5404036383942553e-05,0.0050808072767883905,0.05977909639505714,2.209036049428671e-05,0.0036817267490476535,6.406311222924164e-07,6.406311222924164e-07,0.012812622445848328,0.6346216109617762,0.3980684639889681,0.2822309893523292
90,0.00990886850610654,9.11314938934618e-06,0.009113149389346042,0.04971401650320323,2.8598349679677954e-05,0.005719669935935423,0.059753457471608394,2.4654252839160736e-05,0.004109042139860075,7.207100125789685e-07,7.207100125789685e-07,0.014414200251579369,0.6346249555344657,0.3957889791235368,0.29670490817807493
100,0.009898785076875617,1.0121492312438412e-05,0.010121492312438307,0.04968240788100461,3.1759211899540285e-05,0.006351842379907935,0.059725406562570665,2.7459343742933954e-05,0.004576557290488892,8.007889028655203e-07,8.007889028655203e-07,0.016015778057310404,0.6346405224998105,0.3980818839017584,0.28223919930751495
110,0.009888709922180291,1.1129007781970943e-05,0.011129007781970901,0.04965097088002777,3.4902911997223806e-05,0.006980582399444657,0.05969607150590782,3.039284940921832e-05,0.005065474901536304,8.808677931520723e-07,8.808677931520723e-07,0.017617355863041445,0.6346445368548503,0.39581698609117094,0.29672603707588685
120,0.009878643108187058,1.2135689181294402e-05,0.012135689181294262,0.04961955987690979,3.804401230902247e-05,0.007608802461804287,0.05966659550456001,3.334044954399977e-05,0.005556741590666547,9.609466834386244e-07,9.609466834386244e-07,0.019218933668772486,0.6346476734446672,0.39809472957393816,0.2822485192358622
130,0.00986858470916291,1.314152908370905e-05,0.013141529083709025,0.04958810454496278,4.118954550372331e-05,0.008237909100744512,0.059637561316208954,3.62438683791054e-05,0.006040644729850775,1.0410255737251764e-06,1.0410255737251764e-06,0.020820511474503527,0.6346449269718847,0.39577367153249554,0.2967222101688656
140,0.009858534775737234,1.4146522426276826e-05,0.014146522426276675,0.049556559426966164,4.434405730338478e-05,0.008868811460676751,0.059609348522137444,3.906514778625576e-05,0.0065108579643758935,1.1211044640117285e-06,1.1211044640117285e-06,0.022422089280234567,0.6346662977156171,0.39804715232189464,0.2822075377831069
