Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes,10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.3752415387819246,0.03621108393147906,0.02797174876873367
10,0.009989718899126272,1.0281100873726966e-06,0.0010281100873729132,0.04999506728018762,4.932719812380442e-07,9.865439624767713e-05,0.05999516990744371,4.830092556287943e-07,8.050154260474951e-05,1.370308914046826e-07,1.370308914046826e-07,0.0027406178280936517,0.37734369442100657,0.0366173705003477,0.030122479123189244
20,0.00997944320690053,2.05567930994685e-06,0.0020556793099469894,0.0499901353760658,9.864623934201924e-07,0.00019729247868405242,0.059990639864139356,9.360135860641309e-07,0.0001560022643440906,2.740617828093652e-07,2.740617828093652e-07,0.005481235656187303,0.3752398268334699,0.03620702421758049,0.0279687102066638
30,0.009969172557523305,3.082744247669369e-06,0.003082744247669522,0.04998519096803234,1.4809031967659044e-06,0.00029618063935321626,0.05998588937453953,1.4110625460463359e-06,0.0002351770910077322,4.1109267421404763e-07,4.1109267421404763e-07,0.008221853484280952,0.37524287724668987,0.03605245491901527,0.029655183454323428
40,0.009958907061313398,4.1092938686600775e-06,0.004109293868660213,0.04998025555472485,1.974444527514747e-06,0.00039488890550298805,0.0599808136197711,1.9186380228894674e-06,0.000319773003814916,5.481235656187302e-07,5.481235656187302e-07,0.010962471312374603,0.37524806174283953,0.036179592742867334,0.027947413954514385
50,0.009948646842532329,5.135315746767056e-06,0.005135315746767177,0.049975308196547975,2.4691803452026037e-06,0.0004938360690405208,0.05997591034176421,2.4089658235787805e-06,0.0004014943039298835,6.851544570234128e-07,6.851544570234128e-07,0.013703089140468255,0.3752494032214204,0.03603332258542903,0.02964034489650929
60,0.009938391990994774,6.160800900522604e-06,0.006160800900522623,0.049970345048127175,2.9654951872827373e-06,0.0005930990374565237,0.059971337743610915,2.866225638908501e-06,0.0004777042731514136,8.221853484280954e-07,8.221853484280954e-07,0.016443706968561907,0.3752509355201773,0.036182695983821914,0.027949818268607204
70,0.009928142536949597,7.185746305040169e-06,0.007185746305040319,0.04996537187770581,3.462812229418525e-06,0.000692562445883782,0.05996704251753001,3.295748246998559e-06,0.0005492913744997718,9.59216239832778e-07,9.59216239832778e-07,0.01918432479665556,0.3752509479109053,0.036033802283454916,0.0296407229499649
80,0.009917898451079855,8.210154892014356e-06,0.008210154892014487,0.049960404067145164,3.95959328548346e-06,0.0007919186570967129,0.059962759844867056,3.7240155132945863e-06,0.0006206692522157109,1.0962471312374603e-06,1.0962471312374603e-06,0.021924942624749207,0.37526762610747116,0.03617411418378194,0.027943140979239455
90,0.00990765964343362,9.234035656637795e-06,0.009234035656638051,0.049955463812819574,4.453618718042313e-06,0.0008907237436085458,0.05995805250306475,4.1947496935254234e-06,0.0006991249489208817,1.233278022642143e-06,1.233278022642143e-06,0.02466556045284286,0.3752769463956494,0.03603235841538638,0.029639899481974263
100,0.009897426022884062,1.0257397711593627e-05,0.01025739771159384,0.04995053363070234,4.946636929765264e-06,0.0009893273859531426,0.05995305595983073,4.694404016927653e-06,0.0007824006694878705,1.3703089140468256e-06,1.3703089140468256e-06,0.02740617828093651,0.37531874748664135,0.036174130760435436,0.027943092514176683
110,0.00988719763208513,1.128023679148686e-05,0.011280236791487042,0.049945602656836126,5.439734316387456e-06,0.0010879468632775113,0.05994797594182002,5.202405817998065e-06,0.000867067636333041,1.5073398054515082e-06,1.5073398054515082e-06,0.030146796109030163,0.3753274603340946,0.03604343788109776,0.029649329825328703
120,0.009876974528859927,1.2302547114007162e-05,0.012302547114007356,0.04994067063013751,5.932936986248924e-06,0.0011865873972498608,0.059942883532411464,5.711646758853407e-06,0.000951941126475564,1.6443706968561907e-06,1.6443706968561907e-06,0.03288741393712381,0.37533818838912014,0.03621510702559427,0.02797486494849371
130,0.009866756763494475,1.3324323650552293e-05,0.013324323650552472,0.04993573752912201,6.426247087798922e-06,0.0012852494175598084,0.05993783672117096,6.216327882904518e-06,0.0010360546471506193,1.7814015882608733e-06,1.7814015882608733e-06,0.03562803176521746,0.3753373766847351,0.03605012809733799,0.02965454941351115
140,0.009856544378737717,1.4345562126228112e-05,0.014345562126228395,0.04993080357190404,6.919642809595923e-06,0.0013839285619192676,0.05993288040385144,6.711959614856324e-06,0.0011186599358092852,1.918432479665556e-06,1.918432479665556e-06,0.03836864959331112,0.37540111701952605,0.03601483423102306,0.027819501979624083
150,0.009846337409801512,1.5366259019848574e-05,0.015366259019848783,0.049925869216196926,7.4130783803076205e-06,0.0014826156760615605,0.05992804638239292,7.1953617607078425e-06,0.0011992269601179828,2.0554633710702384e-06,2.0554633710702384e-06,0.04110926742140476,0.3754370199626284,0.03580893904347581,0.029467251364373646
160,0.009836135884360641,1.6386411563935725e-05,0.016386411563935832,0.04992093515931289,7.906484068710929e-06,0.0015812968137423056,0.05992335336492248,7.664663507752181e-06,0.0012774439179585872,2.192494262474921e-06,2.192494262474921e-06,0.04384988524949842,0.3756337117902844,0.036115542267586356,0.027897272610836354
170,0.0098259398225528,1.740601774471971e-05,0.017406017744719948,0.04991600233816308,8.399766183691984e-06,0.0016799532367384185,0.05991880696575423,8.119303424576536e-06,0.0013532172374294271,2.329525153879604e-06,2.329525153879604e-06,0.04659050307759208,0.3756690718014701,0.03605613719786253,0.029663911980081066
180,0.00981574923697861,1.842507630213876e-05,0.018425076302138965,0.04991107192925754,8.892807074246137e-06,0.0017785614148492224,0.05991439970538938,8.560029461062194e-06,0.001426671576843619,2.466556045284286e-06,2.466556045284286e-06,0.04933112090568572,0.37571001825492695,0.03618454041598557,0.027950816753011504
190,0.009805564132701606,1.9443586729839223e-05,0.01944358672983948,0.049906145348705216,9.385465129477964e-06,0.0018770930258956708,0.05991011101051615,8.988898948384528e-06,0.0014981498247307323,2.603586936688969e-06,2.603586936688969e-06,0.05207173873377938,0.3757089059511453,0.03603481110620864,0.029647197901679113
200,0.009795384507248242,2.046154927517552e-05,0.02046154927517574,0.04990122425221399,9.877574778601258e-06,0.0019755149557203477,0.05990590721400987,9.409278599013008e-06,0.0015682130998355692,2.7406178280936513e-06,2.7406178280936513e-06,0.05481235656187302,0.37595038289183286,0.03618233516412939,0.02794890164651986
210,0.009785210350607896,2.147896493921018e-05,0.02147896493921042,0.04989631053509061,1.0368946490939033e-05,0.0020737892981878003,0.059901741554932886,9.82584450671119e-06,0.0016376407511184965,2.8776487194983336e-06,2.8776487194983336e-06,0.05755297438996667,0.37607817864622445,0.03612871511201698,0.02972512992433286
220,0.00977504164523286,2.249583547671382e-05,0.022495835476713966,0.04989140633224076,1.0859366775923527e-05,0.0021718733551847613,0.05989755417853463,1.0244582146536714e-05,0.0017074303577561123,3.0146796109030164e-06,3.0146796109030164e-06,0.06029359221806033,0.3766814984268743,0.03623595580372732,0.02798978146946615
230,0.009764878366038347,2.3512163396165157e-05,0.023512163396165353,0.049886514018169036,1.1348598183096193e-05,0.0022697196366193717,0.059893272136251584,1.0672786374841324e-05,0.0017787977291402468,3.1517105023076987e-06,3.1517105023076987e-06,0.06303421004615398,0.3768028447623265,0.03632457058322883,0.029889248470246668
240,0.009754720480402488,2.4527951959751005e-05,0.024527951959751215,0.04988163620697892,1.1836379302107706e-05,0.002367275860421625,0.059888809385707294,1.1119061429270838e-05,0.0018531769048784064,3.2887413937123815e-06,3.2887413937123815e-06,0.06577482787424763,0.3769369624856634,0.03647368315602147,0.028173865048415823
250,0.009744567947309903,2.554320526900969e-05,0.02554320526900966,0.04987677474887722,1.2322525112277698e-05,0.002464505022455543,0.05988407836512276,1.1592163487723801e-05,0.001932027247953938,3.425772285117064e-06,3.425772285117064e-06,0.06851544570234128,0.3769183449035889,0.036007272851589084,0.029640599171731303
260,0.009734420725151705,2.6557927484829437e-05,0.026557927484829547,0.04987191537767435,1.2808462232565082e-05,0.002561692446512942,0.0598791969852364,1.2080301476359691e-05,0.002013383579393291,3.5628031765217466e-06,3.5628031765217466e-06,0.07125606353043493,0.37754395673588403,0.0361371895276302,0.027912460789627
270,0.009724278822956952,2.7572117704304694e-05,0.027572117704304788,0.04986705269911036,1.3294730088963788e-05,0.002658946017792818,0.059874242789950974,1.2575721004902582e-05,0.0020959535008170382,3.699834067926429e-06,3.699834067926429e-06,0.07399668135852858,0.3778539000687205,0.03604339743267177,0.029680323793184988
280,0.009714142259494052,2.8585774050594707e-05,0.028585774050594814,0.049862186899190315,1.378131008096863e-05,0.0027562620161937224,0.059869235912168875,1.3076408783112513e-05,0.002179401463852093,3.836864959331111e-06,3.836864959331111e-06,0.07673729918662223,0.37940280355893996,0.03611286210816602,0.027891666212727706
290,0.009704011052537367,2.9598894746263266e-05,0.029598894746263316,0.04985731815472073,1.4268184527927518e-05,0.002853636905585488,0.0598641949691972,1.3580503080280143e-05,0.002263417180046634,3.973895850735794e-06,3.973895850735794e-06,0.07947791701471588,0.37971136404859024,0.0365503999160922,0.030105114829766768
300,0.009693885218867212,3.061147811327871e-05,0.0306114781132788,0.04985244663330959,1.4755336669041463e-05,0.0029510673338083437,0.05985913706274773,1.4086293725226752e-05,0.0023477156208711047,4.110926742140477e-06,4.110926742140477e-06,0.08221853484280953,0.38003515589226333,0.036329169741589125,0.028058824694880878
310,0.00968376477426986,3.162352257301392e-05,0.03162352257301404,0.049847572493366354,1.5242750663364575e-05,0.0030485501326729114,0.059854077778936955,1.4592222106304247e-05,0.0024320370177173256,4.2479576335451595e-06,4.2479576335451595e-06,0.08495915267090319,0.3799999045785969,0.0355283220115236,0.029302699438598926
320,0.009673649733537536,3.263502664624633e-05,0.0326350266462464,0.04984269588410196,1.573041158980407e-05,0.0031460823179608743,0.05984903118828604,1.5096881171395153e-05,0.002516146861899271,4.384988524949841e-06,4.384988524949841e-06,0.08769977049899683,0.3813077496779535,0.03575920491256591,0.02761587506748607
330,0.00966354011046842,3.364598895315791e-05,0.03364598895315796,0.0498378169455288,1.6218305447120257e-05,0.003243661089423977,0.05984400984572087,1.5599015427912614e-05,0.0025998359046520703,4.522019416354524e-06,4.522019416354524e-06,0.09044038832709048,0.3819666456922343,0.035764511777217185,0.02951144750100009
340,0.009653435917866647,3.465640821333517e-05,0.034656408213335266,0.04983293580846074,1.6706419153926553e-05,0.0033412838307852466,0.059839024790571994,1.6097520942800408e-05,0.0026829201571333394,4.659050307759207e-06,4.659050307759207e-06,0.09318100615518414,0.3852505536486928,0.03639030868306371,0.028101394403010536
350,0.009643337167542307,3.566628324576919e-05,0.03566628324576937,0.0498280525945131,1.7194740548689474e-05,0.0034389481097379937,0.05983408554657467,1.6591445342532915e-05,0.0027652408904221826,4.79608119916389e-06,4.79608119916389e-06,0.09592162398327779,0.3858967949970197,0.037511071275572246,0.030940258004962057
360,0.009633243870311444,3.6675612968855575e-05,0.036675612968855575,0.049823167416102716,1.7683258389728623e-05,0.0035366516779457013,0.05982920012186885,1.707998781311516e-05,0.0028466646355191916,4.933112090568572e-06,4.933112090568572e-06,0.09866224181137144,0.3866282706966647,0.037790576766022925,0.029185591874569122
370,0.009623156035996054,3.7684396400394484e-05,0.03768439640039456,0.04981828037644783,1.8171962355216725e-05,0.0036343924710434683,0.05982437500899917,1.7562499100082768e-05,0.0029270831833471123,5.070142981973254e-06,5.070142981973254e-06,0.10140285963946508,0.38654606173529166,0.03611176172130036,0.02983882134439999
380,0.009613073673424094,3.869263265759061e-05,0.0386926326575906,0.049813391569568204,1.8660843043179595e-05,0.0037321686086360106,0.05981961518491498,1.8038481508502008e-05,0.0030064135847502893,5.207173873377937e-06,5.207173873377937e-06,0.10414347746755874,0.3889362383803463,0.036656264684872895,0.02830444594860438
390,0.009602996790429467,3.970032095705321e-05,0.039700320957053226,0.04980850108028504,1.914989197149614e-05,0.003829978394299216,0.0598149241109703,1.850758890296975e-05,0.0030845981504949993,5.34420476478262e-06,5.34420476478262e-06,0.10688409529565239,0.39011924367628015,0.03672568722290692,0.030364694651270306
400,0.009592925393852038,4.070746061479606e-05,0.04070746061479624,0.049803608984221016,1.9639101577898385e-05,0.0039278203155797,0.05981030373292386,1.89696267076135e-05,0.0031616044512688957,5.481235656187302e-06,5.481235656187302e-06,0.10962471312374603,0.3960792877900051,0.038058941349755446,0.029384846593317786
410,0.009582859489537625,4.171405104623752e-05,0.04171405104623749,0.04979871534780029,2.012846521997144e-05,0.0040256930439942495,0.05980575448093908,1.942455190609138e-05,0.003237425317681897,5.6182665475919845e-06,5.6182665475919845e-06,0.11236533095183969,0.3972436613277298,0.04029234298035613,0.03327258500777953
420,0.009572799082337994,4.2720091766200464e-05,0.04272009176620062,0.049793820228248464,2.0617977175153527e-05,0.004123595435030714,0.05980127526958408,1.9872473041592136e-05,0.003312078840265298,5.755297438996667e-06,5.755297438996667e-06,0.11510594877993334,0.39855119892082636,0.04042675239934589,0.031218224269034454
430,0.009562744176110876,4.3725582388912316e-05,0.04372558238891244,0.04978892367359264,2.110763264073596e-05,0.004221526528147224,0.05979686349783164,2.0313650216835134e-05,0.003385608369472548,5.89232833040135e-06,5.89232833040135e-06,0.11784656660802699,0.39841625786043744,0.03747670940913389,0.031057464576272738
440,0.009552694773719948,4.4730522628005055e-05,0.044730522628005254,0.04978402572266137,2.159742773386316e-05,0.004319485546772639,0.059792515049059296,2.0748495094070367e-05,0.0034580825156783623,6.029359221806033e-06,6.029359221806033e-06,0.12058718443612065,0.40219186221958403,0.038177782396116064,0.029471552936693988
450,0.009542650877034847,4.573491229651521e-05,0.04573491229651527,0.049779126405084674,2.208735949153264e-05,0.004417471898306546,0.05978822429104921,2.117757089507844e-05,0.0035295951491797206,6.1663901132107155e-06,6.1663901132107155e-06,0.1233278022642143,0.4040396709034416,0.038034499944283935,0.03156710601910903
460,0.009532612486931161,4.673875130688384e-05,0.046738751306883874,0.04977422574129405,2.2577425870595022e-05,0.004515485174119038,0.05978398407598829,2.1601592401170597e-05,0.0036002654001950907,6.303421004615397e-06,6.303421004615397e-06,0.12606842009230795,0.41339940625720384,0.03995037863452707,0.03083410634995334
470,0.009522579603290435,4.7742039670956534e-05,0.04774203967095658,0.04976932374252246,2.3067625747754022e-05,0.004613525149550934,0.05977978574046811,2.2021425953188687e-05,0.003670237658864761,6.440451896020079e-06,6.440451896020079e-06,0.12880903792040158,0.4152169093632598,0.043515481862519564,0.03604864267250978
