Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes,10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.8935450481167994,0.6640526047636188,0.44496874350276155
10,0.009995867839446887,4.1321605531132445e-07,0.0004132160553113051,0.04998469544051535,1.5304559484655042e-06,0.0003060911896930474,0.05998743344528522,1.2566554714778567e-06,0.0002094425785796883,2.3126889168421517e-08,2.3126889168421517e-08,0.0004625377833684303,0.8936614523934097,0.6617518251120865,0.45391933783592975
20,0.009991737326725937,8.262673274063445e-07,0.0008262673274063159,0.049969333914199957,3.0666085800043586e-06,0.0006133217160009252,0.059975134425301266,2.4865574698732133e-06,0.0004144262449788938,4.625377833684306e-08,4.625377833684306e-08,0.0009250755667368611,0.8935468916016697,0.6640652575662991,0.44498584219142606
30,0.009987608455008077,1.2391544991924882e-06,0.0012391544991923187,0.04995402260894429,4.59773910557074e-06,0.0009195478211142527,0.05996263978001745,3.7360219982546828e-06,0.0006226703330424188,6.938066750526454e-08,6.938066750526454e-08,0.0013876133501052907,0.893546273862995,0.6615983752169976,0.4538341308566616
40,0.009983481223217298,1.651877678270386e-06,0.0016518776782702416,0.04993877681285985,6.1223187140148575e-06,0.0012244637428029392,0.05994988380385537,5.011619614462747e-06,0.0008352699357438986,9.250755667368605e-08,9.250755667368605e-08,0.001850151133473721,0.8935450057650709,0.6640531983821615,0.4449693663303186
50,0.009979355635916773,2.0644364083228746e-06,0.0020644364083227673,0.04992350158293782,7.649841706218336e-06,0.0015299683412436371,0.05993727673025778,6.272326974221559e-06,0.001045387829036959,1.1563444584210757e-07,1.1563444584210757e-07,0.0023126889168421515,0.8935454269913604,0.6615800882149006,0.4538529489562705
60,0.00997523169378776,2.4768306212242187e-06,0.0024768306212240576,0.049908166259678435,9.183374032156445e-06,0.0018366748064313487,0.05992495089139049,7.504910860951229e-06,0.0012508184768251773,1.3876133501052913e-07,1.3876133501052913e-07,0.0027752267002105822,0.8935452862259545,0.6640536699877275,0.4449698721436056
70,0.009971109395161876,2.8890604838124654e-06,0.0028890604838124334,0.049892779787198895,1.0722021280110364e-05,0.0021444042560221366,0.05991286739640446,8.713260359553442e-06,0.0014522100599256849,1.6188822417895068e-07,1.6188822417895068e-07,0.0032377644835790134,0.8935455364172237,0.6615802734531431,0.4538529465980705
80,0.009966988736021106,3.3011263978894494e-06,0.0033011263978893757,0.04987739071323333,1.2260928676667177e-05,0.0024521857353334564,0.059900816131435886,9.91838685641147e-06,0.0016530644760684998,1.8501511334737224e-07,1.8501511334737224e-07,0.0037003022669474445,0.8935472041139937,0.6640556281455325,0.4449709786987578
90,0.00996286971012672,3.713028987328104e-06,0.0037130289873279487,0.04986208403481106,1.379159651889422e-05,0.0027583193037789,0.05988842938503353,1.1157061496645941e-05,0.0018595102494410876,2.081420025157936e-07,2.081420025157936e-07,0.004162840050315872,0.8935473417484824,0.6615822435809858,0.45385484185309144
100,0.009958752315544704,4.124768445529698e-06,0.004124768445529559,0.049846845931007,1.531540689930007e-05,0.00306308137986,0.059875766416913924,1.2423358308607109e-05,0.002070559718101217,2.3126889168421512e-07,2.3126889168421512e-07,0.004625377833684302,0.8935502065679553,0.6640578262622975,0.4449712737074603
110,0.009954636553956038,4.536344604396243e-06,0.004536344604396225,0.049831629085325964,1.68370914674038e-05,0.0033674182934807506,0.05986303179713726,1.369682028627309e-05,0.002282803381045584,2.5439578085263665e-07,2.5439578085263665e-07,0.005087915617052733,0.8935508214802927,0.661584980497329,0.45385996606904694
120,0.009950522425995666,4.947757400433509e-06,0.004947757400433406,0.049816420727524305,1.8357927247569163e-05,0.003671585449513959,0.05985028095359776,1.4971904640223598e-05,0.0024953174400372813,2.7752267002105815e-07,2.7752267002105815e-07,0.005550453400421163,0.8935514745896026,0.6640596426200945,0.4449726490245607
130,0.009946409932174115,5.359006782588576e-06,0.0053590067825884935,0.049801210313809186,1.9878968619081148e-05,0.00397579372381629,0.05983755967031439,1.6244032968559986e-05,0.0027073388280933752,3.006495591894797e-07,3.006495591894797e-07,0.0060129911837895934,0.8935513495268104,0.6615840215751445,0.4538619645236945
140,0.009942299072877503,5.770092712249849e-06,0.005770092712249708,0.04978598952683854,2.140104731614597e-05,0.0042802094632292675,0.05982490408743094,1.7509591256905247e-05,0.0029182652094842387,3.237764483579012e-07,3.237764483579012e-07,0.006475528967158024,0.8935567569378384,0.6640647502357971,0.4449748801124388
150,0.00993818984836753,6.181015163247045e-06,0.006181015163246983,0.049770752275721086,2.2924772427891085e-05,0.004584954485578274,0.05981234070121595,1.8765929878404e-05,0.003127654979734107,3.469033375263227e-07,3.469033375263227e-07,0.006938066750526454,0.8935596825284969,0.6615936839082485,0.45386947013517503
160,0.00993408225878149,6.591774121851199e-06,0.0065917741218510795,0.049755494696016346,2.4450530398365166e-05,0.004890106079673107,0.05979988636406277,2.0011363593722508e-05,0.0033352272656205217,3.7003022669474427e-07,3.7003022669474427e-07,0.007400604533894885,0.8935719900963798,0.6640779030891258,0.4449787775651652
