Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2,Added Buffer,Diavolumes
0,0.0175,0.0,0.0,0.08750000000000001,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0
10,0.01749826878791068,2.943060551851196e-07,9.892640510424187e-05,0.08749320421680268,1.1552831435450313e-06,7.766609368369958e-05,0.10499407412214044,1.007399236124026e-06,5.643693199574376e-05,8.888888888888887e-09,8.888888888888887e-09,0.00010457516339869278
20,0.017496537773748422,5.885784627688968e-07,0.00019784150009038545,0.08748641143070618,2.3100567799508387e-06,0.000155297934786611,0.1049881409819545,2.016033067734296e-06,0.00011294302900472246,1.7777777777777777e-08,1.7777777777777777e-08,0.0002091503267973856
30,0.017494806957757972,8.828171811452952e-07,0.00029674527097320845,0.08747961868559927,3.464823448125468e-06,0.0002329293074370062,0.10498221014820515,3.024274805124706e-06,0.00016942715995096395,2.6666666666666664e-08,2.6666666666666664e-08,0.0003137254901960784
40,0.01749307633981877,1.1770222308096632e-06,0.0003956377246419035,0.08747282556311292,4.619654270803913e-06,0.00031056499299522103,0.10497628297170872,4.0318948095179255e-06,0.0002258764599169706,3.5555555555555554e-08,3.5555555555555554e-08,0.0004183006535947712
50,0.017491345919810254,1.4711936322573491e-06,0.0004945188679856636,0.08746603164487812,5.77462037072117e-06,0.00038820977282159126,0.10497036080328154,5.038663442136622e-06,0.00028227806398524496,4.4444444444444434e-08,4.4444444444444434e-08,0.0005228758169934639
60,0.017489615697611864,1.765331405983701e-06,0.000593388707893681,0.08745923651252582,6.9297928706122345e-06,0.0004658684282764527,0.10496444499373997,6.044351064203469e-06,0.00033861910723828956,5.333333333333333e-08,5.333333333333333e-08,0.0006274509803921568
70,0.017487885673153014,2.0594355639880056e-06,0.0006922472483993296,0.08745244065521067,8.085088614186377e-06,0.0005435353690209328,0.10495853395719225,7.049227277318132e-06,0.00039491469340717825,6.222222222222221e-08,6.222222222222221e-08,0.0007320261437908495
80,0.01748615584645244,2.3535061030862434e-06,0.0007910944884323507,0.08744564540414577,9.240281295219207e-06,0.0006211953811912071,0.1049526233844412,8.054024644996362e-06,0.0004512058624647822,7.111111111111111e-08,7.111111111111111e-08,0.0008366013071895424
90,0.017484426217487987,2.647543027042844e-06,0.0008899304292580988,0.08743885078468029,1.0395366604352235e-05,0.000698848175082503,0.10494671319313746,9.058757166630823e-06,0.0005074933986908024,8e-08,8e-08,0.0009411764705882352
100,0.01748269678623657,2.941546339783742e-06,0.0009887550721962158,0.08743205680071288,1.1550343878811934e-05,0.0007764937061386173,0.10494080337035298,1.0063427039992047e-05,0.0005637774252096386,8.888888888888888e-08,8.888888888888888e-08,0.001045751633986928
110,0.017480967552675093,3.2355160452348706e-06,0.001087568418566343,0.08742526345614221,1.2705212455824781e-05,0.0008541319298033466,0.1049348939031597,1.1068036462850554e-05,0.0006200580651456893,9.777777777777778e-08,9.777777777777778e-08,0.0011503267973856208
120,0.017479238516780463,3.529452147322166e-06,0.001186370469688123,0.08741847075486696,1.3859971672617252e-05,0.0009317628015204875,0.10492898477862955,1.2072587632976872e-05,0.0006763354416233542,1.0666666666666666e-07,1.0666666666666666e-07,0.0012549019607843135
130,0.017477509678529582,3.823354649971562e-06,0.0012851612268811971,0.0874116787007858,1.5014620866415822e-05,0.0010093862767338367,0.10492307598383446,1.307708274814153e-05,0.0007326096777670324,1.1555555555555555e-07,1.1555555555555555e-07,0.0013594771241830063
140,0.017475781037899363,4.117223557108993e-06,0.0013839406914652075,0.08740488729779738,1.6169159374446966e-05,0.0010870023108871909,0.10491716750584638,1.408152400611505e-05,0.0007888808967011232,1.2444444444444443e-07,1.2444444444444443e-07,0.001464052287581699
150,0.01747405259486671,4.411058872660392e-06,0.0014827088647597954,0.08739809654980038,1.732358653393716e-05,0.0011646108594243465,0.10491125933173724,1.508591360466796e-05,0.0008451492215500258,1.333333333333333e-07,1.333333333333333e-07,0.0015686274509803917
160,0.017472324349408524,4.704860600551696e-06,0.0015814657480846036,0.08739130646069346,1.8477901682112872e-05,0.0012422118777891005,0.104905351448579,1.6090253741570788e-05,0.0009014147754381394,1.4222222222222222e-07,1.4222222222222222e-07,0.0016732026143790849
170,0.017470596301501717,4.998628744708837e-06,0.0016802113427592728,0.0873845170343753,1.9632104156200586e-05,0.0013198053214252491,0.10489944384344356,1.7094546614594055e-05,0.0009576776814898631,1.511111111111111e-07,1.511111111111111e-07,0.0017777777777777774
180,0.017468868451123193,5.292363309057752e-06,0.001778945650103446,0.08737772827474455,2.0786193293426777e-05,0.0013973911457765898,0.1048935365034029,1.8098794421508288e-05,0.001013938062829596,1.5999999999999998e-07,1.5999999999999998e-07,0.0018823529411764702
190,0.01746714079824986,5.586064297524374e-06,0.001877668671436764,0.08737094018569991,2.1940168431017916e-05,0.0014749693062869186,0.10488762941552891,1.910299936008402e-05,0.0010701960425817379,1.6888888888888888e-07,1.6888888888888888e-07,0.001986928104575163
200,0.017465413342858623,5.879731714034636e-06,0.001976380408078869,0.08736415277114,2.3094028906200478e-05,0.001552539758400032,0.10488172256689358,2.010716362809177e-05,0.0011264517438706874,1.7777777777777776e-07,1.7777777777777776e-07,0.002091503267973856
210,0.017463686084926388,6.173365562514475e-06,0.0020750808613494032,0.08735736603496352,2.4247774056200945e-05,0.0016301024575597271,0.10487581594456881,2.111128942330207e-05,0.0011827052898208442,1.8666666666666664e-07,1.8666666666666664e-07,0.0021960784313725485
220,0.017461959024430065,6.466965846889828e-06,0.0021737700325680093,0.08735057998106915,2.5401403218245783e-05,0.0017076573592098004,0.10486990953562655,2.211537894348544e-05,0.0012389568035566074,1.9555555555555552e-07,1.9555555555555552e-07,0.002300653594771241
230,0.017460232161346553,6.760532571086621e-06,0.0022724479230543265,0.08734379461335552,2.6554915729561478e-05,0.0017852044187940488,0.10486400332713876,2.3119434386412413e-05,0.0012952064082023761,2.0444444444444443e-07,2.0444444444444443e-07,0.0024052287581699345
240,0.017458505495652765,7.054065739030798e-06,0.0023711145341279993,0.08733700993572133,2.7708310927374498e-05,0.0018627435917562684,0.10485809730617733,2.4123457949853504e-05,0.0013514542268825492,2.133333333333333e-07,2.133333333333333e-07,0.002509803921568627
250,0.017456779027325602,7.347565354648287e-06,0.0024697698671086676,0.08733022595206523,2.8861588148911315e-05,0.0019402748335402562,0.10485219145981424,2.512745183157925e-05,0.0014077003827215266,2.222222222222222e-07,2.222222222222222e-07,0.0026143790849673196
260,0.017455052756341974,7.641031421865024e-06,0.0025684139233159743,0.0873234426662859,3.001474673139841e-05,0.002017798099589809,0.10484628577512141,2.6131418229360176e-05,0.0014639449988437072,2.311111111111111e-07,2.311111111111111e-07,0.0027189542483660126
270,0.017453326682678787,7.934463944606944e-06,0.002667046704069561,0.08731666008228199,3.116778601206226e-05,0.0020953133453487233,0.10484038023917079,2.7135359340966793e-05,0.0015201881983734897,2.4e-07,2.4e-07,0.0028235294117647056
280,0.017451600806312945,8.227862926799982e-06,0.0027656682106890693,0.08730987820395218,3.232070532812934e-05,0.0021728205262607956,0.1048344748390343,2.813927736416965e-05,0.0015764301044352744,2.4888888888888886e-07,2.4888888888888886e-07,0.002928104575163398
290,0.017449875127221355,8.52122837237007e-06,0.002864278444494141,0.08730309703519515,3.3473504016826115e-05,0.0022503195977698225,0.1048285695617839,2.914317449673926e-05,0.0016326708401534602,2.5777777777777774e-07,2.5777777777777774e-07,0.0030326797385620908
300,0.017448149645380925,8.814560285243147e-06,0.002962877406804419,0.08729631657990954,3.462618141537907e-05,0.002327810515319601,0.10482266439449149,3.0147052936446155e-05,0.0016889105286524457,2.6666666666666667e-07,2.6666666666666667e-07,0.003137254901960784
310,0.017446424360768563,9.107858669345143e-06,0.003061465098939544,0.08728953684199404,3.577873686101468e-05,0.0024052932343539275,0.10481675932422906,3.1150914881060855e-05,0.0017451492930566305,2.755555555555555e-07,2.755555555555555e-07,0.0032418300653594763
320,0.017444699273361168,9.401123528601995e-06,0.003160041522219158,0.0872827578253473,3.693116969095942e-05,0.0024827677103165997,0.10481085433806851,3.2154762528353886e-05,0.001801387256490414,2.8444444444444443e-07,2.8444444444444443e-07,0.0033464052287581697
330,0.01744297438313565,9.694354866939637e-06,0.0032586066779629027,0.08727597953386801,3.808347924243976e-05,0.0025602338986514123,0.10480494942308179,3.315859807609577e-05,0.0018576245420781946,2.9333333333333326e-07,2.9333333333333326e-07,0.0034509803921568614
340,0.01744124969006892,9.987552688284002e-06,0.0033571605674904206,0.08726920197145482,3.923566485268218e-05,0.0026376917548021628,0.10479904456634084,3.416242372205705e-05,0.0019138612729443726,3.0222222222222214e-07,3.0222222222222214e-07,0.0035555555555555544
350,0.01743952519413788,1.0280716996561025e-05,0.0034557031921213528,0.0872624251420064,4.0387725858913155e-05,0.0027151412342126483,0.1047931397549176,3.5166241664008244e-05,0.001970097572213347,3.11111111111111e-07,3.11111111111111e-07,0.003660130718954247
360,0.017437800895319436,1.0573847795696644e-05,0.003554234553175342,0.08725564904942143,4.153966159835916e-05,0.002792582292326666,0.104787234975884,3.6170054099719876e-05,0.0020263335630095166,3.1999999999999995e-07,3.1999999999999995e-07,0.0037647058823529404
