10nm_sieving_coefficient,180nm_sieving_coefficient,300nm_sieving_coefficient,Time (s)
0.5364656610294212,0.39227614053715093,0.293251128314449,0.0
0.5366959751571746,0.3910700179810613,0.30038075836387595,107.89140045196935
0.5364889484669212,0.3923961271752828,0.2933510471300534,0.2764292707231379
0.5364903067939166,0.39082699949260546,0.3001820035287296,0.4146439060847068
0.5364916377051349,0.3924044811749947,0.2933578353228085,0.5528585414462758
0.5365084069578895,0.390846191557564,0.30019741858621796,3.317151248677655
0.5365144662724457,0.3924342826926447,0.29338015508097365,4.699297602293345
0.536521341325786,0.39086344114506916,0.30021158697376626,6.081443955909034
0.5366802807754023,0.3926752938049155,0.2935633740850788,33.72437102822282
0.5367571868660708,0.3912003360354194,0.3004527132326348,47.54583456437972
0.5368286505113664,0.39286303074171897,0.2937036918735109,61.367298100536615
0.537653303446357,0.39265784405721327,0.3014112660741307,337.79656882367453
0.5380275382171978,0.3946607069633691,0.29507531365494793,476.01120418524346
0.5384187512284977,0.39369787822587726,0.3021840206041629,614.2258395468124
0.5407081578339364,0.39807251352565753,0.2976218521464547,2362.821442358873
0.5419043590954943,0.39842400903003955,0.30569248894038875,3237.1192437649033
0.5430463008335457,0.4013915924494936,0.3001380790176387,4111.417045170933
0.5485907467507727,0.40882982883060426,0.3126094091364272,10914.475077362025
0.5509507659122989,0.4131217816204094,0.30909217201411,14316.00409345757
0.5536380898676792,0.4159618955831387,0.31771837846902,17717.533109553115
0.5645522431231567,0.4305025455248194,0.32210026574870715,32171.658055162115
0.5695003549307553,0.43742104970139273,0.33352312588629895,39398.720527966616
0.5747538084941263,0.4448897693468045,0.333020897152056,46625.783000771116
0.594708438305773,0.4748007518814333,0.3570953570108614,48312.89150038556
0.6001259217507768,0.4804292307134041,0.3600147380110346,49156.44575019278
0.6094478425799166,0.493368448297337,0.3717467886353132,50000.0
0.6342374121586091,0.5229783223234065,0.3920240620146808,0.0
0.6385458452427146,0.5297039986586264,0.39690514623763506,45.858854616476705
0.6515799206904732,0.5473297901793491,0.4111022500109913,0.2078401684410983
0.6711586990867159,0.5699022531152683,0.42723365486883225,0.3117602526616474
0.6735617515447105,0.5751868990101098,0.43322103890754815,0.4156803368821966
0.6831843393760029,0.5858066310356131,0.43921751777970264,2.4940820212931794
0.6993548268090243,0.6059394368912646,0.45430683327750915,3.533282863498671
0.6991364717751269,0.6074670544625829,0.45786846573195167,4.572483705704163
0.7074024655785436,0.616994491503176,0.46271965238762464,25.35650054981399
0.7180318942411017,0.6308174611382883,0.473095672173435,35.74850897186891
0.7164522362158314,0.6302756518891389,0.47359043768032294,46.14051739392382
0.7222515841440412,0.6368776233898453,0.47771359632939253,215.5572400873173
0.7226620184601475,0.6372566428376827,0.48059989711628326,300.265601434014
0.7227237237725318,0.6375894894192942,0.47827787957150025,384.97396278071074
0.7229173788074955,0.6375593666639203,0.48105534757444773,1096.832611908575
