Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2_{V_2},Added Buffer,Diavolumes
0,0.01,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
10,0.009998395294771067,2.727998889183875e-07,0.0001604705228931691,0.049994121174296746,9.994003695532149e-07,0.00011757651406508407,0.05999522470246093,8.118005816418671e-07,7.958829231783011e-05,1.472495065736015e-08,1.472495065736015e-08,0.00017323471361600174
20,0.00999679084221835,5.455568228802771e-07,0.0003209157781648688,0.049988251120696416,1.9973094816102376e-06,0.00023497758607179262,0.059990417101187694,1.6290927980919799e-06,0.00015971498020509606,2.9449901314720297e-08,2.9449901314720297e-08,0.0003464694272320035
30,0.00999518664053419,8.182711091876573e-07,0.0004813359465809748,0.0499823801531417,2.9953739659106735e-06,0.0003523969371659615,0.05998561629497545,2.44522985417342e-06,0.0002397284170758255,4.417485197208045e-08,4.417485197208045e-08,0.0005197041408480052
40,0.009993582689793154,1.090942735163544e-06,0.0006417310206844375,0.049976507091348175,3.993794470810351e-06,0.0004698581730365118,0.05998082711831551,3.2593898863634466e-06,0.0003195480280748477,5.889980262944059e-08,5.889980262944059e-08,0.0006929388544640069
50,0.009991978990069816,1.3635716881309536e-06,0.0008021009930182078,0.04997063075503139,4.992771644665103e-06,0.0005873848993723649,0.05997605440569918,4.070751031139323e-06,0.0003990932383469924,7.362475328680073e-08,7.362475328680073e-08,0.0008661735680800085
60,0.009990375541438747,1.6361579554129025e-06,0.0009624458561252366,0.04996474996390688,5.992506135830757e-06,0.0007050007218624418,0.05997130299161778,4.878491424978308e-06,0.00047828347303708897,8.83497039441609e-08,8.83497039441609e-08,0.0010394082816960104
70,0.00998877234387881,1.9087015406019017e-06,0.0011227656121187656,0.049958864481836056,6.993038087871042e-06,0.0008227103632789459,0.059966573830649725,5.682448789547773e-06,0.0005571028225046836,1.0307465460152105e-07,1.0307465460152105e-07,0.0012126429953120122
80,0.009987169396887343,2.181202529151279e-06,0.001283060311265458,0.04995297887328393,7.993591541731834e-06,0.000940422534321392,0.05996184815608361,6.4858134657869206e-06,0.0006358640652732275,1.177996052588812e-07,1.177996052588812e-07,0.001385877708928014
90,0.00998556670035175,2.4536609402021267e-06,0.00144332996482478,0.04994709392984749,8.994031925926894e-06,0.0010581214030502225,0.05995712271539061,7.289138383596752e-06,0.0007146214101565443,1.3252455591624134e-07,1.3252455591624134e-07,0.0015591124225440157
