Time (s),10nm_retentate,10nm_permeate,10nm_cumulative_yield,180nm_retentate,180nm_permeate,180nm_cumulative_yield,300nm_retentate,300nm_permeate,300nm_cumulative_yield,V2_{V_2},Added Buffer,Diavolumes
0,0.0175,0.0,0.0,0.08750000000000001,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0
10,0.017487252719468962,2.1670376902769915e-06,0.0007284160303452072,0.08744601565633786,9.177338422562825e-06,0.0006169639275672487,0.10495242941461552,8.086999515362926e-06,0.00045305319413797905,9.971960614383823e-08,9.971960614383823e-08,0.001173171836986332
20,0.017474512611399484,4.332856062088058e-06,0.0014564222057438848,0.08739204955186529,1.8351576182899685e-05,0.0012337194072537603,0.10490486711831226,1.6172589886914994e-05,0.0009060274446450977,1.9943921228767647e-07,1.9943921228767647e-07,0.002346343673972664
30,0.01746177967659076,6.497454979571232e-06,0.002184018480528145,0.0873381016510897,2.7522719314752424e-05,0.0018502668446892384,0.10485731310153118,2.4256772739700088e-05,0.001358922842560229,2.991588184315148e-07,2.991588184315148e-07,0.0035195155109589973
40,0.017449053915417692,8.660834378993183e-06,0.0029112048332750194,0.08728417197172506,3.669076480674055e-05,0.002466606037427936,0.10480976737181662,3.233954679117646e-05,0.0018117393160322949,3.9887842457535304e-07,3.9887842457535304e-07,0.00469268734794533
50,0.017436335331797503,1.0822993594425458e-05,0.0036379810401430106,0.08723026053140798,4.5855709660642155e-05,0.0030827367839087157,0.10476222991733504,4.0420914053044255e-05,0.0022644769777615827,4.985980307191912e-07,4.985980307191912e-07,0.005865859184931661
60,0.017423623924383992,1.2983932854722408e-05,0.004364347178057951,0.08717636734631108,5.501755112711486e-05,0.003698658899301839,0.10471470075407467,4.850087180730673e-05,0.002717135675479369,5.983176368630295e-07,5.983176368630295e-07,0.007039031021917993
70,0.017410919691803244,1.5143652393449261e-05,0.005090303325529163,0.0871224924326006,6.417628645789677e-05,0.004314372198850202,0.10466717989817104,5.6579417310924737e-05,0.0031697152555139906,6.980372430068678e-07,6.980372430068678e-07,0.008212202858904326
80,0.01739822263268135,1.7302152444171264e-05,0.00581584956106597,0.08706863580644278,7.333191290472594e-05,0.004929876497796701,0.10461966736575966,6.465654782085914e-05,0.0036222155641937887,7.977568491507059e-07,7.977568491507059e-07,0.009385374695890656
90,0.017385532745644396,1.9459433240453635e-05,0.006540985963177692,0.08701479748400387,8.248442771934049e-05,0.005545171611384234,0.10457216317297606,7.273226059407076e-05,0.004074636447847102,8.974764552945442e-07,8.974764552945442e-07,0.01055854653287699
100,0.017372850029318467,2.1615495015861617e-05,0.0072657126103736515,0.08696097748145012,9.16338281534785e-05,0.006160257354855697,0.10452466733595576,8.080655288752042e-05,0.004526977752802265,9.971960614383825e-07,9.971960614383825e-07,0.011731718369863323
110,0.01736017448232965,2.3770338003960437e-05,0.00799002958116317,0.08690717581494777,0.00010078011145887804,0.006775133543453984,0.10447717987083431,8.8879421958169e-05,0.004979239325387619,1.0969156675822208e-06,1.0969156675822208e-06,0.012904890206849656
